primary_tag,result,case_type,index,bundle_id,true_option_char,prediction,gt_plausibility,distractor_hardness,evidence,input_str,target_str
category_completion,baseline,success,25,2944,B,B,5.0,2.0,"The input consists of a shirt and a skirt, creating a clear functional gap for footwear. The ground-truth white sneakers are a standard, versatile choice for the 'spring' casual outfit described in the input items.",1. 韩都衣舍2018新款女装春装韩版直筒灯笼袖刺绣长袖衬衫JQ00326樰; 2. 韩都衣舍2018新款女装春装韩版高腰型牛仔裙半身裙MR7571汩0,A. VH女包2018新款斜挎包时尚潮流秋季女士单肩包简约百搭上新手提包; B. ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲; C. 2018新款五分袖圆领T恤女韩版宽松印花打底上衣学生夏装半袖体恤; D. D：Fuse/迪芙斯冬新款牛皮小方头猫跟高跟短靴女鞋DF74116025; E. RAIZO 20色舒服的高跟鞋不磨脚2019新款尖头细跟女性感百搭女夏; F. 网红套头毛衣女2018新款秋冬慵懒风宽松菱格拼接超火cec高领外套; G. 韩国时尚百搭颈链流苏吊坠 薛凯琪明星同款项链chocker项圈脖子链; H. GENANX闪电潮牌宽松男士五分袖泼墨印花嘻哈情侣短袖t恤2018新款; I. 盛放2019春装新款 刺绣棉弹牛仔裤女长裤 自然腰拼接牛仔铅笔裤; J. Jeffrey Campbell18年春夏新品黑色厚底粗跟露趾一字带罗马凉鞋女
category_completion,baseline,success,75,21892,D,D,5.0,2.0,"The input consists of a skirt and boots, creating a clear functional gap for a top. The ground-truth item is a long-sleeved shirt that matches the 'French retro' and 'ins' style aesthetic established by the skirt.",1. 2019款春ins超火的不规则法式复古港味高腰半身裙长裙女秋冬裙子; 2. 妙侣2018冬新款圆头粗跟短靴女针织弹力瘦瘦靴后系带加绒马丁靴女,A. 2019新款凡客诚品帆布鞋高帮经典休闲鞋布鞋女鞋学生情侣黑色鞋子; B. 美国Jeffrey Campbell白色甜美蝴蝶结平底舒适凉拖穆勒鞋夏季新款; C. 夏季蓝白条纹衬衫男长袖韩版宽松很仙的潮流网红薄款衬衣外套ins; D. 欧可芮 限定版~植绒格纹荷叶边丝绒长袖衬衫韩版超仙显瘦上衣女春; E. Alice W花花家秋冬季新款毛呢外套女2019流行大衣中长款宽松紫色; F. iiJin/艾今官方 百搭新款小白鞋内增高女鞋夏季透气休闲鞋AF271TQ; G. 雪纺衬衫女2018春秋新款长袖宽松韩范衬衣白色上衣心机衬衫设计感; H. 渔夫帽女夏韩版百搭学生日系遮阳休闲时尚可爱复古潮流帽子女春秋; I. 明星同款刺绣小蜜蜂小白鞋平底真皮系带百搭休闲运动白色板鞋男女; J. 巴掌家欧洲站重工中长款仿貂绒大衣女装冬季2018新款流行毛呢外套
category_completion,intent_prompt,fail,27,2115,D,B,3.0,3.0,"The input consists of a dress and a hat; the ground-truth item (loafers) completes the outfit by adding footwear, which is a functional gap, while maintaining a casual/student aesthetic.",1. 阁楼花开秋冬蕾丝连衣裙韩版学生黑色甜美中长款拼接长袖打底衫女; 2. 沙滩帽女巴拿马草帽遮阳帽夏小清新海边海滩帽太阳帽度假防晒帽子,A. nini 微微收腰款炒鸡时髦气质碎花长裙内搭长袖雪纺连衣裙女秋冬; B. 月光石耳钉 天然蓝月光耳饰品 迷你猫爪 小耳钉 925纯银简约饰品; C. MG小象格子收腰连衣裙女秋新款中长款学院风长袖小清新拼接裙子潮; D. honeyGIRL春季真皮女鞋方扣小皮鞋踩脚懒人鞋子平底单鞋女乐福鞋; E. 勿上热风2018年女士休闲单鞋圆头小皮鞋女学院风平底鞋H20W8501; F. 秋冬韩版百搭贝雷帽日系甜美可爱白色画家帽英伦复古羊毛帽子女春; G. 周大力二棉鞋女学生韩版百搭2018新款加绒板鞋秋冬女鞋冬季小白鞋; H. COTRE 独立设计 格子橘 复古大裙摆羊毛呢料连衣裙长袖显瘦冬2017; I. Armani阿玛尼满天星皮带镶钻手表 时尚女士饰品礼盒套装AR80011; J. FURNA花纳 复古工装风绑带显瘦环保皮衣外套夹克 口袋猎装外套 女
category_completion,intent_prompt,fail,67,12057,E,A,3.0,3.0,"The input consists of a pair of casual sneakers and a shoulder bag; the ground-truth item (casual trousers) completes the outfit by adding a bottom piece, while matching the summer seasonal context of the other candidates.",1. 热风春新款小清新小白鞋女平底原宿鞋系带时尚女休闲鞋潮H14W7110; 2. 红谷牛皮女包小香风链条包包女新款单肩斜挎包迷你小包百搭小方包,A. 欧货短袖雪纺连衣裙女欧洲站2018夏季新款时尚刺绣收腰显瘦中长裙; B. 一条咸鱼fishstudio 复古格纹气质显瘦高腰直筒西装裤休闲裤; C. 韩都衣舍2019韩版女夏新款印花网纱两件套短袖裙子连衣裙YQ7164瑒; D. 网红鞋子女2019新款春季英伦方头平底单鞋小皮鞋女韩版百搭乐福鞋; E. 巴掌家欧洲站亮片休闲裤黑色束脚裤九分裤子女裤夏季2018新款长裤; F. 碎花雪纺连衣裙夏季2018新款女松紧腰荷叶边V领学生温柔风sukol裙; G. 真美诗秋季羊绒皮水钻方扣粗跟方头高跟单鞋女ZK714CQ7; H. 九月陌墨 2019夏季新款女装韩版雪纺连衣裙两件套女 中长宽松裙; I. 林珊珊 2018秋冬新款网红气质慵懒宽松休闲裤显瘦系带针织阔腿裤; J. TATA/他她夏季方头休闲乐福鞋女单鞋76569BM7
category_completion,intent_prompt,success,25,2944,B,B,5.0,2.0,"The input consists of a shirt and a skirt, creating a clear functional gap for footwear. The ground-truth white sneakers are a standard, versatile choice for the 'spring' casual outfit described in the input items.",1. 韩都衣舍2018新款女装春装韩版直筒灯笼袖刺绣长袖衬衫JQ00326樰; 2. 韩都衣舍2018新款女装春装韩版高腰型牛仔裙半身裙MR7571汩0,A. VH女包2018新款斜挎包时尚潮流秋季女士单肩包简约百搭上新手提包; B. ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲; C. 2018新款五分袖圆领T恤女韩版宽松印花打底上衣学生夏装半袖体恤; D. D：Fuse/迪芙斯冬新款牛皮小方头猫跟高跟短靴女鞋DF74116025; E. RAIZO 20色舒服的高跟鞋不磨脚2019新款尖头细跟女性感百搭女夏; F. 网红套头毛衣女2018新款秋冬慵懒风宽松菱格拼接超火cec高领外套; G. 韩国时尚百搭颈链流苏吊坠 薛凯琪明星同款项链chocker项圈脖子链; H. GENANX闪电潮牌宽松男士五分袖泼墨印花嘻哈情侣短袖t恤2018新款; I. 盛放2019春装新款 刺绣棉弹牛仔裤女长裤 自然腰拼接牛仔铅笔裤; J. Jeffrey Campbell18年春夏新品黑色厚底粗跟露趾一字带罗马凉鞋女
category_completion,intent_prompt,success,75,21892,D,D,5.0,2.0,"The input consists of a skirt and boots, creating a clear functional gap for a top. The ground-truth item is a long-sleeved shirt that matches the 'French retro' and 'ins' style aesthetic established by the skirt.",1. 2019款春ins超火的不规则法式复古港味高腰半身裙长裙女秋冬裙子; 2. 妙侣2018冬新款圆头粗跟短靴女针织弹力瘦瘦靴后系带加绒马丁靴女,A. 2019新款凡客诚品帆布鞋高帮经典休闲鞋布鞋女鞋学生情侣黑色鞋子; B. 美国Jeffrey Campbell白色甜美蝴蝶结平底舒适凉拖穆勒鞋夏季新款; C. 夏季蓝白条纹衬衫男长袖韩版宽松很仙的潮流网红薄款衬衣外套ins; D. 欧可芮 限定版~植绒格纹荷叶边丝绒长袖衬衫韩版超仙显瘦上衣女春; E. Alice W花花家秋冬季新款毛呢外套女2019流行大衣中长款宽松紫色; F. iiJin/艾今官方 百搭新款小白鞋内增高女鞋夏季透气休闲鞋AF271TQ; G. 雪纺衬衫女2018春秋新款长袖宽松韩范衬衣白色上衣心机衬衫设计感; H. 渔夫帽女夏韩版百搭学生日系遮阳休闲时尚可爱复古潮流帽子女春秋; I. 明星同款刺绣小蜜蜂小白鞋平底真皮系带百搭休闲运动白色板鞋男女; J. 巴掌家欧洲站重工中长款仿貂绒大衣女装冬季2018新款流行毛呢外套
category_completion,delete_prompt,fail,27,2115,D,B,3.0,3.0,"The input consists of a dress and a hat; the ground-truth item (loafers) completes the outfit by adding footwear, which is a functional gap, while maintaining a casual/student aesthetic.",1. 阁楼花开秋冬蕾丝连衣裙韩版学生黑色甜美中长款拼接长袖打底衫女; 2. 沙滩帽女巴拿马草帽遮阳帽夏小清新海边海滩帽太阳帽度假防晒帽子,A. nini 微微收腰款炒鸡时髦气质碎花长裙内搭长袖雪纺连衣裙女秋冬; B. 月光石耳钉 天然蓝月光耳饰品 迷你猫爪 小耳钉 925纯银简约饰品; C. MG小象格子收腰连衣裙女秋新款中长款学院风长袖小清新拼接裙子潮; D. honeyGIRL春季真皮女鞋方扣小皮鞋踩脚懒人鞋子平底单鞋女乐福鞋; E. 勿上热风2018年女士休闲单鞋圆头小皮鞋女学院风平底鞋H20W8501; F. 秋冬韩版百搭贝雷帽日系甜美可爱白色画家帽英伦复古羊毛帽子女春; G. 周大力二棉鞋女学生韩版百搭2018新款加绒板鞋秋冬女鞋冬季小白鞋; H. COTRE 独立设计 格子橘 复古大裙摆羊毛呢料连衣裙长袖显瘦冬2017; I. Armani阿玛尼满天星皮带镶钻手表 时尚女士饰品礼盒套装AR80011; J. FURNA花纳 复古工装风绑带显瘦环保皮衣外套夹克 口袋猎装外套 女
category_completion,delete_prompt,fail,67,12057,E,A,3.0,3.0,"The input consists of a pair of casual sneakers and a shoulder bag; the ground-truth item (casual trousers) completes the outfit by adding a bottom piece, while matching the summer seasonal context of the other candidates.",1. 热风春新款小清新小白鞋女平底原宿鞋系带时尚女休闲鞋潮H14W7110; 2. 红谷牛皮女包小香风链条包包女新款单肩斜挎包迷你小包百搭小方包,A. 欧货短袖雪纺连衣裙女欧洲站2018夏季新款时尚刺绣收腰显瘦中长裙; B. 一条咸鱼fishstudio 复古格纹气质显瘦高腰直筒西装裤休闲裤; C. 韩都衣舍2019韩版女夏新款印花网纱两件套短袖裙子连衣裙YQ7164瑒; D. 网红鞋子女2019新款春季英伦方头平底单鞋小皮鞋女韩版百搭乐福鞋; E. 巴掌家欧洲站亮片休闲裤黑色束脚裤九分裤子女裤夏季2018新款长裤; F. 碎花雪纺连衣裙夏季2018新款女松紧腰荷叶边V领学生温柔风sukol裙; G. 真美诗秋季羊绒皮水钻方扣粗跟方头高跟单鞋女ZK714CQ7; H. 九月陌墨 2019夏季新款女装韩版雪纺连衣裙两件套女 中长宽松裙; I. 林珊珊 2018秋冬新款网红气质慵懒宽松休闲裤显瘦系带针织阔腿裤; J. TATA/他她夏季方头休闲乐福鞋女单鞋76569BM7
category_completion,delete_prompt,success,25,2944,B,B,5.0,2.0,"The input consists of a shirt and a skirt, creating a clear functional gap for footwear. The ground-truth white sneakers are a standard, versatile choice for the 'spring' casual outfit described in the input items.",1. 韩都衣舍2018新款女装春装韩版直筒灯笼袖刺绣长袖衬衫JQ00326樰; 2. 韩都衣舍2018新款女装春装韩版高腰型牛仔裙半身裙MR7571汩0,A. VH女包2018新款斜挎包时尚潮流秋季女士单肩包简约百搭上新手提包; B. ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲; C. 2018新款五分袖圆领T恤女韩版宽松印花打底上衣学生夏装半袖体恤; D. D：Fuse/迪芙斯冬新款牛皮小方头猫跟高跟短靴女鞋DF74116025; E. RAIZO 20色舒服的高跟鞋不磨脚2019新款尖头细跟女性感百搭女夏; F. 网红套头毛衣女2018新款秋冬慵懒风宽松菱格拼接超火cec高领外套; G. 韩国时尚百搭颈链流苏吊坠 薛凯琪明星同款项链chocker项圈脖子链; H. GENANX闪电潮牌宽松男士五分袖泼墨印花嘻哈情侣短袖t恤2018新款; I. 盛放2019春装新款 刺绣棉弹牛仔裤女长裤 自然腰拼接牛仔铅笔裤; J. Jeffrey Campbell18年春夏新品黑色厚底粗跟露趾一字带罗马凉鞋女
category_completion,delete_prompt,success,75,21892,D,D,5.0,2.0,"The input consists of a skirt and boots, creating a clear functional gap for a top. The ground-truth item is a long-sleeved shirt that matches the 'French retro' and 'ins' style aesthetic established by the skirt.",1. 2019款春ins超火的不规则法式复古港味高腰半身裙长裙女秋冬裙子; 2. 妙侣2018冬新款圆头粗跟短靴女针织弹力瘦瘦靴后系带加绒马丁靴女,A. 2019新款凡客诚品帆布鞋高帮经典休闲鞋布鞋女鞋学生情侣黑色鞋子; B. 美国Jeffrey Campbell白色甜美蝴蝶结平底舒适凉拖穆勒鞋夏季新款; C. 夏季蓝白条纹衬衫男长袖韩版宽松很仙的潮流网红薄款衬衣外套ins; D. 欧可芮 限定版~植绒格纹荷叶边丝绒长袖衬衫韩版超仙显瘦上衣女春; E. Alice W花花家秋冬季新款毛呢外套女2019流行大衣中长款宽松紫色; F. iiJin/艾今官方 百搭新款小白鞋内增高女鞋夏季透气休闲鞋AF271TQ; G. 雪纺衬衫女2018春秋新款长袖宽松韩范衬衣白色上衣心机衬衫设计感; H. 渔夫帽女夏韩版百搭学生日系遮阳休闲时尚可爱复古潮流帽子女春秋; I. 明星同款刺绣小蜜蜂小白鞋平底真皮系带百搭休闲运动白色板鞋男女; J. 巴掌家欧洲站重工中长款仿貂绒大衣女装冬季2018新款流行毛呢外套
category_completion,image_text,fail,27,2115,D,B,3.0,3.0,"The input consists of a dress and a hat; the ground-truth item (loafers) completes the outfit by adding footwear, which is a functional gap, while maintaining a casual/student aesthetic.",1. 阁楼花开秋冬蕾丝连衣裙韩版学生黑色甜美中长款拼接长袖打底衫女; 2. 沙滩帽女巴拿马草帽遮阳帽夏小清新海边海滩帽太阳帽度假防晒帽子,A. nini 微微收腰款炒鸡时髦气质碎花长裙内搭长袖雪纺连衣裙女秋冬; B. 月光石耳钉 天然蓝月光耳饰品 迷你猫爪 小耳钉 925纯银简约饰品; C. MG小象格子收腰连衣裙女秋新款中长款学院风长袖小清新拼接裙子潮; D. honeyGIRL春季真皮女鞋方扣小皮鞋踩脚懒人鞋子平底单鞋女乐福鞋; E. 勿上热风2018年女士休闲单鞋圆头小皮鞋女学院风平底鞋H20W8501; F. 秋冬韩版百搭贝雷帽日系甜美可爱白色画家帽英伦复古羊毛帽子女春; G. 周大力二棉鞋女学生韩版百搭2018新款加绒板鞋秋冬女鞋冬季小白鞋; H. COTRE 独立设计 格子橘 复古大裙摆羊毛呢料连衣裙长袖显瘦冬2017; I. Armani阿玛尼满天星皮带镶钻手表 时尚女士饰品礼盒套装AR80011; J. FURNA花纳 复古工装风绑带显瘦环保皮衣外套夹克 口袋猎装外套 女
category_completion,image_text,fail,67,12057,E,A,3.0,3.0,"The input consists of a pair of casual sneakers and a shoulder bag; the ground-truth item (casual trousers) completes the outfit by adding a bottom piece, while matching the summer seasonal context of the other candidates.",1. 热风春新款小清新小白鞋女平底原宿鞋系带时尚女休闲鞋潮H14W7110; 2. 红谷牛皮女包小香风链条包包女新款单肩斜挎包迷你小包百搭小方包,A. 欧货短袖雪纺连衣裙女欧洲站2018夏季新款时尚刺绣收腰显瘦中长裙; B. 一条咸鱼fishstudio 复古格纹气质显瘦高腰直筒西装裤休闲裤; C. 韩都衣舍2019韩版女夏新款印花网纱两件套短袖裙子连衣裙YQ7164瑒; D. 网红鞋子女2019新款春季英伦方头平底单鞋小皮鞋女韩版百搭乐福鞋; E. 巴掌家欧洲站亮片休闲裤黑色束脚裤九分裤子女裤夏季2018新款长裤; F. 碎花雪纺连衣裙夏季2018新款女松紧腰荷叶边V领学生温柔风sukol裙; G. 真美诗秋季羊绒皮水钻方扣粗跟方头高跟单鞋女ZK714CQ7; H. 九月陌墨 2019夏季新款女装韩版雪纺连衣裙两件套女 中长宽松裙; I. 林珊珊 2018秋冬新款网红气质慵懒宽松休闲裤显瘦系带针织阔腿裤; J. TATA/他她夏季方头休闲乐福鞋女单鞋76569BM7
category_completion,image_text,success,25,2944,B,B,5.0,2.0,"The input consists of a shirt and a skirt, creating a clear functional gap for footwear. The ground-truth white sneakers are a standard, versatile choice for the 'spring' casual outfit described in the input items.",1. 韩都衣舍2018新款女装春装韩版直筒灯笼袖刺绣长袖衬衫JQ00326樰; 2. 韩都衣舍2018新款女装春装韩版高腰型牛仔裙半身裙MR7571汩0,A. VH女包2018新款斜挎包时尚潮流秋季女士单肩包简约百搭上新手提包; B. ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲; C. 2018新款五分袖圆领T恤女韩版宽松印花打底上衣学生夏装半袖体恤; D. D：Fuse/迪芙斯冬新款牛皮小方头猫跟高跟短靴女鞋DF74116025; E. RAIZO 20色舒服的高跟鞋不磨脚2019新款尖头细跟女性感百搭女夏; F. 网红套头毛衣女2018新款秋冬慵懒风宽松菱格拼接超火cec高领外套; G. 韩国时尚百搭颈链流苏吊坠 薛凯琪明星同款项链chocker项圈脖子链; H. GENANX闪电潮牌宽松男士五分袖泼墨印花嘻哈情侣短袖t恤2018新款; I. 盛放2019春装新款 刺绣棉弹牛仔裤女长裤 自然腰拼接牛仔铅笔裤; J. Jeffrey Campbell18年春夏新品黑色厚底粗跟露趾一字带罗马凉鞋女
category_completion,image_text,success,75,21892,D,D,5.0,2.0,"The input consists of a skirt and boots, creating a clear functional gap for a top. The ground-truth item is a long-sleeved shirt that matches the 'French retro' and 'ins' style aesthetic established by the skirt.",1. 2019款春ins超火的不规则法式复古港味高腰半身裙长裙女秋冬裙子; 2. 妙侣2018冬新款圆头粗跟短靴女针织弹力瘦瘦靴后系带加绒马丁靴女,A. 2019新款凡客诚品帆布鞋高帮经典休闲鞋布鞋女鞋学生情侣黑色鞋子; B. 美国Jeffrey Campbell白色甜美蝴蝶结平底舒适凉拖穆勒鞋夏季新款; C. 夏季蓝白条纹衬衫男长袖韩版宽松很仙的潮流网红薄款衬衣外套ins; D. 欧可芮 限定版~植绒格纹荷叶边丝绒长袖衬衫韩版超仙显瘦上衣女春; E. Alice W花花家秋冬季新款毛呢外套女2019流行大衣中长款宽松紫色; F. iiJin/艾今官方 百搭新款小白鞋内增高女鞋夏季透气休闲鞋AF271TQ; G. 雪纺衬衫女2018春秋新款长袖宽松韩范衬衣白色上衣心机衬衫设计感; H. 渔夫帽女夏韩版百搭学生日系遮阳休闲时尚可爱复古潮流帽子女春秋; I. 明星同款刺绣小蜜蜂小白鞋平底真皮系带百搭休闲运动白色板鞋男女; J. 巴掌家欧洲站重工中长款仿貂绒大衣女装冬季2018新款流行毛呢外套
category_completion,delete_image_text,fail,27,2115,D,B,3.0,3.0,"The input consists of a dress and a hat; the ground-truth item (loafers) completes the outfit by adding footwear, which is a functional gap, while maintaining a casual/student aesthetic.",1. 阁楼花开秋冬蕾丝连衣裙韩版学生黑色甜美中长款拼接长袖打底衫女; 2. 沙滩帽女巴拿马草帽遮阳帽夏小清新海边海滩帽太阳帽度假防晒帽子,A. nini 微微收腰款炒鸡时髦气质碎花长裙内搭长袖雪纺连衣裙女秋冬; B. 月光石耳钉 天然蓝月光耳饰品 迷你猫爪 小耳钉 925纯银简约饰品; C. MG小象格子收腰连衣裙女秋新款中长款学院风长袖小清新拼接裙子潮; D. honeyGIRL春季真皮女鞋方扣小皮鞋踩脚懒人鞋子平底单鞋女乐福鞋; E. 勿上热风2018年女士休闲单鞋圆头小皮鞋女学院风平底鞋H20W8501; F. 秋冬韩版百搭贝雷帽日系甜美可爱白色画家帽英伦复古羊毛帽子女春; G. 周大力二棉鞋女学生韩版百搭2018新款加绒板鞋秋冬女鞋冬季小白鞋; H. COTRE 独立设计 格子橘 复古大裙摆羊毛呢料连衣裙长袖显瘦冬2017; I. Armani阿玛尼满天星皮带镶钻手表 时尚女士饰品礼盒套装AR80011; J. FURNA花纳 复古工装风绑带显瘦环保皮衣外套夹克 口袋猎装外套 女
category_completion,delete_image_text,fail,67,12057,E,A,3.0,3.0,"The input consists of a pair of casual sneakers and a shoulder bag; the ground-truth item (casual trousers) completes the outfit by adding a bottom piece, while matching the summer seasonal context of the other candidates.",1. 热风春新款小清新小白鞋女平底原宿鞋系带时尚女休闲鞋潮H14W7110; 2. 红谷牛皮女包小香风链条包包女新款单肩斜挎包迷你小包百搭小方包,A. 欧货短袖雪纺连衣裙女欧洲站2018夏季新款时尚刺绣收腰显瘦中长裙; B. 一条咸鱼fishstudio 复古格纹气质显瘦高腰直筒西装裤休闲裤; C. 韩都衣舍2019韩版女夏新款印花网纱两件套短袖裙子连衣裙YQ7164瑒; D. 网红鞋子女2019新款春季英伦方头平底单鞋小皮鞋女韩版百搭乐福鞋; E. 巴掌家欧洲站亮片休闲裤黑色束脚裤九分裤子女裤夏季2018新款长裤; F. 碎花雪纺连衣裙夏季2018新款女松紧腰荷叶边V领学生温柔风sukol裙; G. 真美诗秋季羊绒皮水钻方扣粗跟方头高跟单鞋女ZK714CQ7; H. 九月陌墨 2019夏季新款女装韩版雪纺连衣裙两件套女 中长宽松裙; I. 林珊珊 2018秋冬新款网红气质慵懒宽松休闲裤显瘦系带针织阔腿裤; J. TATA/他她夏季方头休闲乐福鞋女单鞋76569BM7
category_completion,delete_image_text,success,25,2944,B,B,5.0,2.0,"The input consists of a shirt and a skirt, creating a clear functional gap for footwear. The ground-truth white sneakers are a standard, versatile choice for the 'spring' casual outfit described in the input items.",1. 韩都衣舍2018新款女装春装韩版直筒灯笼袖刺绣长袖衬衫JQ00326樰; 2. 韩都衣舍2018新款女装春装韩版高腰型牛仔裙半身裙MR7571汩0,A. VH女包2018新款斜挎包时尚潮流秋季女士单肩包简约百搭上新手提包; B. ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲; C. 2018新款五分袖圆领T恤女韩版宽松印花打底上衣学生夏装半袖体恤; D. D：Fuse/迪芙斯冬新款牛皮小方头猫跟高跟短靴女鞋DF74116025; E. RAIZO 20色舒服的高跟鞋不磨脚2019新款尖头细跟女性感百搭女夏; F. 网红套头毛衣女2018新款秋冬慵懒风宽松菱格拼接超火cec高领外套; G. 韩国时尚百搭颈链流苏吊坠 薛凯琪明星同款项链chocker项圈脖子链; H. GENANX闪电潮牌宽松男士五分袖泼墨印花嘻哈情侣短袖t恤2018新款; I. 盛放2019春装新款 刺绣棉弹牛仔裤女长裤 自然腰拼接牛仔铅笔裤; J. Jeffrey Campbell18年春夏新品黑色厚底粗跟露趾一字带罗马凉鞋女
category_completion,delete_image_text,success,75,21892,D,D,5.0,2.0,"The input consists of a skirt and boots, creating a clear functional gap for a top. The ground-truth item is a long-sleeved shirt that matches the 'French retro' and 'ins' style aesthetic established by the skirt.",1. 2019款春ins超火的不规则法式复古港味高腰半身裙长裙女秋冬裙子; 2. 妙侣2018冬新款圆头粗跟短靴女针织弹力瘦瘦靴后系带加绒马丁靴女,A. 2019新款凡客诚品帆布鞋高帮经典休闲鞋布鞋女鞋学生情侣黑色鞋子; B. 美国Jeffrey Campbell白色甜美蝴蝶结平底舒适凉拖穆勒鞋夏季新款; C. 夏季蓝白条纹衬衫男长袖韩版宽松很仙的潮流网红薄款衬衣外套ins; D. 欧可芮 限定版~植绒格纹荷叶边丝绒长袖衬衫韩版超仙显瘦上衣女春; E. Alice W花花家秋冬季新款毛呢外套女2019流行大衣中长款宽松紫色; F. iiJin/艾今官方 百搭新款小白鞋内增高女鞋夏季透气休闲鞋AF271TQ; G. 雪纺衬衫女2018春秋新款长袖宽松韩范衬衣白色上衣心机衬衫设计感; H. 渔夫帽女夏韩版百搭学生日系遮阳休闲时尚可爱复古潮流帽子女春秋; I. 明星同款刺绣小蜜蜂小白鞋平底真皮系带百搭休闲运动白色板鞋男女; J. 巴掌家欧洲站重工中长款仿貂绒大衣女装冬季2018新款流行毛呢外套
category_completion,intent_image_text,fail,27,2115,D,B,3.0,3.0,"The input consists of a dress and a hat; the ground-truth item (loafers) completes the outfit by adding footwear, which is a functional gap, while maintaining a casual/student aesthetic.",1. 阁楼花开秋冬蕾丝连衣裙韩版学生黑色甜美中长款拼接长袖打底衫女; 2. 沙滩帽女巴拿马草帽遮阳帽夏小清新海边海滩帽太阳帽度假防晒帽子,A. nini 微微收腰款炒鸡时髦气质碎花长裙内搭长袖雪纺连衣裙女秋冬; B. 月光石耳钉 天然蓝月光耳饰品 迷你猫爪 小耳钉 925纯银简约饰品; C. MG小象格子收腰连衣裙女秋新款中长款学院风长袖小清新拼接裙子潮; D. honeyGIRL春季真皮女鞋方扣小皮鞋踩脚懒人鞋子平底单鞋女乐福鞋; E. 勿上热风2018年女士休闲单鞋圆头小皮鞋女学院风平底鞋H20W8501; F. 秋冬韩版百搭贝雷帽日系甜美可爱白色画家帽英伦复古羊毛帽子女春; G. 周大力二棉鞋女学生韩版百搭2018新款加绒板鞋秋冬女鞋冬季小白鞋; H. COTRE 独立设计 格子橘 复古大裙摆羊毛呢料连衣裙长袖显瘦冬2017; I. Armani阿玛尼满天星皮带镶钻手表 时尚女士饰品礼盒套装AR80011; J. FURNA花纳 复古工装风绑带显瘦环保皮衣外套夹克 口袋猎装外套 女
category_completion,intent_image_text,fail,67,12057,E,A,3.0,3.0,"The input consists of a pair of casual sneakers and a shoulder bag; the ground-truth item (casual trousers) completes the outfit by adding a bottom piece, while matching the summer seasonal context of the other candidates.",1. 热风春新款小清新小白鞋女平底原宿鞋系带时尚女休闲鞋潮H14W7110; 2. 红谷牛皮女包小香风链条包包女新款单肩斜挎包迷你小包百搭小方包,A. 欧货短袖雪纺连衣裙女欧洲站2018夏季新款时尚刺绣收腰显瘦中长裙; B. 一条咸鱼fishstudio 复古格纹气质显瘦高腰直筒西装裤休闲裤; C. 韩都衣舍2019韩版女夏新款印花网纱两件套短袖裙子连衣裙YQ7164瑒; D. 网红鞋子女2019新款春季英伦方头平底单鞋小皮鞋女韩版百搭乐福鞋; E. 巴掌家欧洲站亮片休闲裤黑色束脚裤九分裤子女裤夏季2018新款长裤; F. 碎花雪纺连衣裙夏季2018新款女松紧腰荷叶边V领学生温柔风sukol裙; G. 真美诗秋季羊绒皮水钻方扣粗跟方头高跟单鞋女ZK714CQ7; H. 九月陌墨 2019夏季新款女装韩版雪纺连衣裙两件套女 中长宽松裙; I. 林珊珊 2018秋冬新款网红气质慵懒宽松休闲裤显瘦系带针织阔腿裤; J. TATA/他她夏季方头休闲乐福鞋女单鞋76569BM7
category_completion,intent_image_text,success,25,2944,B,B,5.0,2.0,"The input consists of a shirt and a skirt, creating a clear functional gap for footwear. The ground-truth white sneakers are a standard, versatile choice for the 'spring' casual outfit described in the input items.",1. 韩都衣舍2018新款女装春装韩版直筒灯笼袖刺绣长袖衬衫JQ00326樰; 2. 韩都衣舍2018新款女装春装韩版高腰型牛仔裙半身裙MR7571汩0,A. VH女包2018新款斜挎包时尚潮流秋季女士单肩包简约百搭上新手提包; B. ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲; C. 2018新款五分袖圆领T恤女韩版宽松印花打底上衣学生夏装半袖体恤; D. D：Fuse/迪芙斯冬新款牛皮小方头猫跟高跟短靴女鞋DF74116025; E. RAIZO 20色舒服的高跟鞋不磨脚2019新款尖头细跟女性感百搭女夏; F. 网红套头毛衣女2018新款秋冬慵懒风宽松菱格拼接超火cec高领外套; G. 韩国时尚百搭颈链流苏吊坠 薛凯琪明星同款项链chocker项圈脖子链; H. GENANX闪电潮牌宽松男士五分袖泼墨印花嘻哈情侣短袖t恤2018新款; I. 盛放2019春装新款 刺绣棉弹牛仔裤女长裤 自然腰拼接牛仔铅笔裤; J. Jeffrey Campbell18年春夏新品黑色厚底粗跟露趾一字带罗马凉鞋女
