index,difficulty,reason
109,2,"오답 중 B, E, F, H는 이미 번들에 가방이 포함되어 있어 중복 아이템이며, I, J는 여름 상품이라 계절감이 맞지 않습니다. G(니트)와 A(청바지)가 고려 대상이 될 수 있으나, 가을/겨울용 가방과 조화를 이루는 코트(C)가 가장 뚜렷한 정답입니다."
110,2,"오답 중 G, H(신발)와 I(가방)는 이미 번들에 포함된 아이템과 카테고리가 중복되어 쉽게 제외할 수 있으며, B(남성복)나 C(화려한 원피스) 역시 스타일이 맞지 않음. D(니트)가 정답 J와 품목이 겹치지만, J가 더 기본적이고 무난한 디자인이라 정답을 고르기가 비교적 쉬움."
111,3,"오답 중 A, B, F, G가 정답과 동일한 타겟(남성) 및 스타일(한국 트렌드/스트릿)의 아이템들이어서 정답과 헷갈릴 여지가 있음."
112,2,"오답 중 A, C는 남성용 제품이며, I, J는 이미 가방이 포함된 번들에 또 다른 가방을 추가하는 것이므로 제외하기 쉽습니다. G는 여성용 상의지만 '달콤한/학생' 스타일이라 '멋스러운/레트로' 컨셉의 가방과 어울리는 정답 D(슬림 팬츠)가 더 적절합니다."
113,2,"정답인 샌들(I)이 여름용 쉬폰 원피스와 계절적/스타일적으로 가장 잘 어울리며, 오답 중 상당수가 겨울/가을 의류(C, D, E, G)이거나 남성복(F), 중복 아이템(J)이라 쉽게 제외 가능함. 다만 스니커즈(A)나 가방(B)이 일반적인 코디 아이템이라 약간의 고민 여지가 있음."
114,2,"기존 아이템인 니트 원피스와 정답인 가방(I)이 모두 '빈티지(复古)'라는 스타일 키워드를 공유하고 있어 연관성이 높습니다. 상의(B, G, H)나 하의(D)는 원피스와 함께 입기 부적절하여 쉽게 제외되며, 신발류(A, C, E, J)는 스타일이 정답만큼 일치하지 않아 구분이 가능합니다."
115,2,"정답인 F(플랫슈즈) 외에 B(첼시부츠), D(운동화)와 같은 신발 옵션과 C(귀걸이), J(베레모) 같은 액세서리가 포함되어 있어 일부 고민이 될 수 있으나, 여성스러운 도트 무늬 시폰 원피스 스타일에는 F가 가장 조화롭기 때문에 정답을 찾기 비교적 쉬움."
116,2,"오답 중 남성복(G, J)이나 계절감이 맞지 않는 여름/봄 의류(E, F, G)가 많아 쉽게 제외할 수 있으며, 정답인 스커트(B) 외에 코트와 스타일이 어울리는 여성용 하의 선택지가 없어 정답이 비교적 명확함."
117,2,"정답 C가 기존 아이템 1과 동일한 브랜드(omont蛋挞家)이며, '복고풍 학생 룩'이라는 스타일과 '겨울'이라는 계절감이 완벽하게 일치하여 정답이 매우 뚜렷함. 오답 중 A, E, G, H가 겨울 의류이긴 하지만 브랜드 일치도가 없어 혼동 가능성이 낮음."
118,1,"정답인 D(해변 밀짚모자)가 상황의 '해변', '휴가' 테마와 완벽하게 일치하며, 나머지 오답들은 계절(겨울/가을)이나 성별(남성용)이 완전히 달라 정답이 매우 뚜렷함."
119,2,"기존 아이템들이 캐주얼하고 학생 같은 스타일(캔버스백, 흰 운동화)이므로, 정답인 캐주얼 팬츠(I)가 가장 적절함. 하이힐(B, F)이나 화려한 액세서리(C) 등 스타일이 완전히 다른 오답이 많아 정답을 찾기 쉬운 편임."
120,1,"정답(A)은 남성용 워커 부츠로 기존 번들의 펑크/스트릿 스타일과 매우 잘 어울립니다. 반면, 대부분의 오답(B, D, E, F, G, H, I, J)이 여성용 제품이며, 유일한 남성용 오답(C)은 단순한 티셔츠라 스타일적 일관성 면에서 정답이 매우 뚜렷합니다."
121,2,"정답 B가 기존 아이템과 '봄(春季)', '화이트(白)', '소청신(小清新, 깨끗하고 맑은 스타일)'이라는 핵심 키워드를 모두 공유하고 있어 정답이 매우 뚜렷함. 오답 A(청바지)가 캐주얼한 조합으로 가능성은 있으나, 스타일적 일관성 면에서 B가 훨씬 강력함."
122,2,"정답(A)이 기존 아이템과 '빨간색'이라는 색상 속성을 공유하고 있어 정답 가능성이 높지만, 오답 중 B, C, D, F, I가 동일한 '신발' 카테고리여서 일부 혼동을 줄 수 있음."
123,3,"정답(E)과 동일한 카테고리인 원피스가 A, D에 포함되어 있으며, 특히 D의 경우 정답과 유사한 '아카데미 스타일(学院风)' 속성을 가지고 있어 혼동 가능성이 있음."
124,2,"정답(I)과 동일한 하의 카테고리인 A, B, J가 있어 혼동될 수 있으나, 기존 아이템인 신발의 계절감(봄)과 정답의 계절감이 일치하여 정답을 유추하기 수월함."
125,3,"오답 중 B, C, F가 상황(신발)과 동일한 카테고리여서 쉽게 제외할 수 있으나, E(바지), I(코트), J(레깅스) 등 다른 의류 아이템들이 정답인 D(모자)와 함께 가을철 번들로 구성될 가능성이 있어 선택에 고민이 필요함."
126,1,"상황이 남성용 스트릿 재킷이며, 후보 중 대다수(B~I)가 여성용 제품이라 쉽게 제외됩니다. 남성용 제품인 A와 J 중, 스타일과 범용성 면에서 스니커즈인 J가 압도적으로 적절하여 정답이 매우 뚜렷합니다."
127,3,"정답 H 외에도 A, C가 모두 여성용 신발이며, E(원피스)와 F(가방) 역시 여름 밀짚모자와 스타일적으로 잘 어울리는 아이템들이라 정답을 특정하기 위해 고민이 필요함."
128,3,"정답인 벨벳 스커트(D) 외에도 데님 팬츠(F, G), 가죽 팬츠(H), 원피스(J) 등 하의 및 전신 의류 옵션이 다수 포함되어 있어, 가방의 스타일과 가장 잘 어울리는 아이템을 선택하기 위해 고민이 필요함."
129,2,"대부분의 오답이 여성용 제품이거나 이미 포함된 외투와 중복되는 아이템(B)이라 쉽게 제외할 수 있습니다. 다만, G(남성용 조거 팬츠)가 정답 F와 성별 및 스타일(루즈핏, 캐주얼)이 매우 유사하여 약간의 혼동 여지가 있습니다."
130,2,"정답인 E(티셔츠)가 멜빵바지(1번)와 함께 매치할 수 있는 유일한 적절한 상의이며, 나머지 오답들은 계절감이 맞지 않거나(A, B, J), 하의/신발 중복(D, F, H), 또는 단순 액세서리(C, G)여서 정답이 비교적 명확함."
131,2,"정답인 I(니트)가 주어진 하의(스커트)와 계절감(가을/겨울) 및 스타일이 가장 잘 어울리는 상의이며, 오답들은 외투(B, D, E), 신발(G), 가방(A, H) 또는 계절이 맞지 않는 아이템(C, F)들이라 정답을 찾기가 비교적 쉽습니다."
132,2,"대부분의 오답(A, B, E, F, G, H, I)이 여성용 아이템이라 쉽게 제외되며, 남성용 아이템인 C, J 중에서도 기존의 롱코트와 가장 잘 어울리는 이너웨어인 D가 명확하게 구분됨."
133,3,"정답인 G(힙합 목걸이) 외에도 A(별 모양 귀걸이)가 신발의 별 패턴과 테마가 일치하며, I(스트릿 티셔츠)가 전체적인 캐주얼/스트릿 스타일과 잘 어울려 선택지 간의 고민이 필요함."
134,2,정답인 G(남성용 데님 팬츠)는 컨버스 운동화와 매우 잘 어울리는 전형적인 캐주얼 조합입니다. 대부분의 오답이 여성용 의류나 가방으로 구성되어 있어 성별 및 아이템 종류 면에서 정답이 비교적 뚜렷하게 구분됩니다.
135,3,"정답인 J(울 바지) 외에도 E(니트 스커트), G(니트 상의), A/C(부츠) 등 겨울 시즌과 소재감이 유사한 아이템들이 다수 포함되어 있어 선택지 간의 고민이 필요함."
136,2,"정답인 C(치크 스타일의 니트 스커트)가 주어진 상황의 'chic'한 가방 스타일과 가장 잘 어울리며, 나머지 오답들은 너무 캐주얼하거나(A, E, F) 단순 액세서리(B, G, I) 혹은 중복 카테고리인 가방(H)이라 상대적으로 구분하기 쉬움."
137,2,"대부분의 오답이 계절(가을/겨울)이 맞지 않거나 성별(남성용), 스타일(운동화)이 완전히 달라 정답이 명확함. 다만, 다른 원피스(C)나 스커트(D)가 후보에 있어 약간의 고민이 있을 수 있으나, 하이힐 샌들과의 조화를 고려할 때 B가 가장 적절함."
138,2,"정답인 구두(B) 외에 대부분의 오답(A, D, E, G, J)이 겨울/가을용 의류여서 여름용 원피스라는 상황과 계절감이 맞지 않아 쉽게 배제할 수 있음. 가방(I)이나 캔버스화(H)가 대안이 될 수 있으나, 원피스의 여성스러운 스타일에는 구두가 가장 적절함."
139,2,"대부분의 오답이 여성용 아이템이나 계절감이 맞지 않는 겨울 옷이라 쉽게 제외되지만, 오답 J(찢어진 청바지)가 스트릿 스타일의 티셔츠와 잘 어울리는 아이템이라 정답 D(컨버스 운동화)와 함께 고려될 여지가 있음."
140,2,"정답 C와 오답 A, E가 모두 가방 아이템이라 일부 혼동 가능성이 있으나, 정답 C의 '샤넬풍(小香风)', '큐빅/시퀸' 묘사가 상황의 '우아한 명媛(사회 상류층 여성) 스타일'과 가장 완벽하게 매칭됩니다. 나머지 오답들은 남성복이나 캐주얼 의류로 스타일 차이가 매우 뚜렷합니다."
141,3,정답인 스키니진(J) 외에도 겨울철 코디에 어울리는 니트 와이드 팬츠(B)나 캐주얼 팬츠(F) 등 하의 선택지가 여러 개 있어 어느 정도 고민이 필요함.
142,3,"정답(F)과 오답(A)이 모두 '한국 스타일'이라는 속성을 공유하며, 특히 A는 기존 번들의 아이템과 동일한 카테고리(귀걸이)여서 스타일 면에서는 매우 유사하지만, 번들 구성 특성상 중복 카테고리를 제외하고 의류를 선택해야 하므로 어느 정도의 고민이 필요함."
143,2,"대부분의 오답(A, B, C, E, F, G, J)이 여성용 제품으로 성별이 맞지 않아 쉽게 제외되며, 정답인 남성용 상의가 기존 번들의 하의 및 신발과 조합되어 의상을 완성하는 가장 적절한 아이템임."
144,3,"오답 중 B, D, E, I가 하의 제품들로, 상의와 신발이 이미 주어진 상황에서 세트를 완성하기 위해 충분히 선택 가능한 아이템들이라 정답인 모자(G)와 고민될 여지가 있음."
145,3,"정답인 C 외에도 A와 I가 모두 여성용 청바지 아이템으로, 핏과 스타일의 차이만 있어 정답을 선택할 때 고민이 필요함."
146,2,"정답인 E(귀걸이) 외에 F(가방)와 H(샌들)는 기존 번들에 이미 포함된 아이템과 카테고리가 중복되어 제외하기 쉽고, G와 I는 남성용 제품이라 명확히 구분됩니다. 다만 A, B, C, D, J와 같은 의류 아이템들이 후보에 있어 정답과 비교 시 약간의 고민이 필요할 수 있습니다."
147,3,"정답 B와 오답 H가 모두 한국 스타일의 미니백으로 카테고리와 스타일이 매우 유사하여 헷갈릴 수 있음. 다만, 다른 오답들은 계절감이 맞지 않는 겨울 의류나 신발류여서 상대적으로 선택지가 좁혀짐."
148,3,"정답 H와 오답 F가 모두 체인 숄더백으로 형태가 매우 유사하며, 오답 I(목걸이)와 D(귀걸이) 역시 액세서리류라 정답과 속성이 겹쳐 혼동 가능성이 있음."
149,3,"정답 C와 오답 A가 모두 '버킷햇(渔夫帽)'이며 '스트릿 스타일'이라는 공통점이 있어 혼동될 수 있으나, 상황 속 스커트의 '불규칙한(不规则)' 디자인 특성이 정답 C의 '불규칙한 주름(不规则褶皱)'과 일치하여 정답을 유추할 수 있음."
150,3,"정답인 I(짚 가방) 외에도 A, H와 같은 가방류와 J와 같은 신발류가 포함되어 있어, 어떤 액세서리가 해당 원피스 스타일에 가장 적합한지 고민이 필요함."
151,3,"주어진 상황이 가방과 시계라는 액세서리뿐이라 스타일 범위가 넓으며, 오답 중 C와 H 역시 원피스 품목이라 정답 A와 카테고리가 겹쳐 어느 원피스가 더 적절한지 고민이 필요함."
152,2,"정답인 G(니트 원피스)가 기존 아이템인 베레모, 로퍼와 어울리는 '영국풍/페미닌' 스타일과 '가을/겨울' 계절감을 모두 충족하여 가장 적절함. 오답 중 A, B, I는 이미 구성된 품목(모자, 신발)과 중복되며, D는 너무 무거운 외투이고, H와 J는 계절감이나 스타일이 맞지 않아 정답이 비교적 명확하게 구분됨."
153,2,"오답 중 B, I, J는 이미 구성된 아이템(귀걸이, 니트 원피스)과 중복되며, D, E, F, G는 원피스와 함께 매치하기 어려운 하의 아이템입니다. 가방(A)이나 외투(C)가 후보가 될 수 있으나, 롱 니트 원피스에 앵클 부츠(H)를 매치하는 것이 매우 전형적인 코디이므로 정답이 명확한 편입니다."
154,3,"정답인 니트(A) 외에도 겨울철 코디에 적합한 울 팬츠(B), 울 코트(D, E), 앵클 부츠(G) 등 계절감이 일치하는 아이템들이 여러 개 포함되어 있어 혼동의 여지가 있음."
155,2,"이미 신발이 포함된 구성이므로 신발 후보군(A, C, G, H, J)을 쉽게 제외할 수 있으며, 상의가 없는 상태에서 가디건(D)이 가장 필수적이고 스타일(문예풍)에도 잘 어울려 정답이 명확함."
156,3,"정답인 C 외에도 가방 아이템(A, H)과 복고풍 스타일의 의류(B, J)가 포함되어 있어 혼동될 여지가 있습니다. 특히 H(레트로 데님백)와 J(레트로 울 코트)가 주어진 모자의 '복고/겨울' 컨셉과 잘 어울리는 하드 네거티브로 작용합니다."
157,2,"오답 중 D, G, I는 이미 번들에 포함된 아이템(가방, 모자)과 중복되는 카테고리이며, B, E, H는 계절이나 성별이 맞지 않아 쉽게 제외됩니다. A, F가 여성 상의라는 점에서 약간의 고민이 있을 수 있으나, 기본 아이템인 J가 가장 무난하게 어울립니다."
158,2,"정답 B는 여성용 하의(데님 반바지)로 상의인 T셔츠와 가장 잘 어울리는 조합입니다. 오답 중 A, C, F, I, J는 성별이나 계절이 맞지 않아 쉽게 제외할 수 있으며, D는 동일한 상의 품목이라 번들 구성상 정답 가능성이 낮습니다."
159,2,"상황의 '복고풍(复古)' 및 '가을/겨울' 키워드가 정답(B)의 '복고풍' 및 '겨울' 속성과 매우 명확하게 일치함. F, G와 같은 다른 겨울 의류가 오답에 포함되어 있으나, 스타일적 일관성 면에서 정답이 훨씬 뚜렷함."
160,2,"정답 D가 기존 아이템 1과 동일한 브랜드(@绿光) 및 스타일(공장풍/스트릿)의 세트 아이템이라 정답이 매우 뚜렷함. 다만, 오답 A가 유사한 스타일의 남성용 바지이고, H가 기존 아이템 2와 같은 레오파드 패턴을 가지고 있어 약간의 고려가 필요함."
161,2,"대부분의 오답이 계절(여름), 성별(남성), 대상(아동)이 맞지 않아 쉽게 제외 가능하며, 여성용 겨울 의류인 B(청바지)와 C(후드티) 정도만 후보군에 들어갈 수 있어 정답을 찾기 쉬움."
162,1,"정답인 여름용 밀짚모자(I)를 제외한 대부분의 오답이 남성복(A, C, D)이거나 겨울/가을용 외투(B, F, J)여서 성별과 계절감 면에서 정답이 매우 뚜렷함."
163,2,"정답인 힙합 후드티(C)가 VANS 스니커즈의 스트릿 패션 스타일과 매우 잘 어울리며, 오답 중 상당수가 여성용 의류(A, B, D, F, G)이거나 중복 품목인 신발(J)이라 쉽게 제외 가능함. 다만 모자(E)나 셔츠(I) 같은 캐주얼 아이템이 일부 포함되어 있어 약간의 고민이 있을 수 있음."
164,3,"정답(I)과 오답(B, H)이 모두 하의(바지) 카테고리에 속하며, 전체적인 스타일이 캐주얼/빈티지하여 혼동 가능성이 있습니다. 다만, 정답에만 상황 속 아이템과 일치하는 '港风(홍콩풍)' 키워드가 명시되어 있어 이를 통해 정답을 유추할 수 있습니다."
165,2,"오답의 대부분이 가방, 모자, 슬리퍼 등 다른 카테고리이거나 남성용 제품(E) 및 무효 데이터(C)여서 정답이 비교적 뚜렷함. 다만, F(원피스)와 I(외투) 같은 의류 아이템이 섞여 있어 약간의 스타일 판단이 필요함."
166,2,"오답의 상당수가 여성용 의류(B, F, G, H, J)이거나 계절감이 맞지 않는 여름 제품(D)이라 쉽게 제외할 수 있습니다. 남성용 외투인 C가 유일한 혼동 가능성이 있으나, 기존 번들의 고넥 티셔츠와 가을/겨울 바지 맥락상 겨울용 솜옷인 A가 더 적절합니다."
167,2,"상황이 스트릿 스타일의 캡 모자이며, 정답인 G 역시 스트릿 스타일의 하이탑 슈즈로 스타일 일관성이 높습니다. 오답 중 D가 신발이라는 점에서 유사하지만, 나머지 오답들이 레이스 스커트, 귀걸이, 니트 등 스타일이 매우 상이하여 정답을 고르기가 비교적 쉽습니다."
168,2,"오답 중 G, H, J는 남성용 제품이고 A, D, E는 겨울용 제품이라 쉽게 제외됩니다. 여성용 제품인 B, C, I는 이미 번들에 포함된 신발이나 원피스와 중복되는 품목이어서, 액세서리인 F가 정답으로 매우 뚜렷하게 구분됩니다."
169,3,"정답인 J 외에도 하의 카테고리에 해당하는 F, H, I가 포함되어 있어 스타일 매칭에 고민이 필요하며, 상황과 동일한 아이템인 귀걸이(E)가 오답으로 제시되어 혼동을 줄 수 있음."
170,3,"정답 H와 유사한 겨울용 여성 신발(A, B, E)이 여러 개 포함되어 있으며, 특히 E(하이힐 앵클 부츠)가 정답과 매우 유사한 스타일이라 헷갈릴 여지가 있음."
171,3,"상황이 단순한 가방 하나뿐이라 스타일 제약이 적은 편이며, 오답 중 A와 D가 정답과 같은 원피스/치마류이고 B, F, H, J가 정답과 동일한 계절감(가을/겨울)을 공유하고 있어 어느 정도 고민이 필요함."
172,3,"정답인 B 외에도 A와 E가 모두 '흰색 신발(小白鞋)' 카테고리에 속해 있어, 스타일이나 계절감에 따라 선택지 사이에서 고민이 필요함."
173,3,"정답인 E 외에도 B와 F가 겨울용 부츠라는 점에서 속성이 매우 유사하며, A(코트) 역시 기존 아이템의 계절감(겨울/기모)과 일치하여 혼동의 여지가 있음."
174,1,"기존 아이템들이 남성용 캐주얼/스트릿 스타일(조거 팬츠, 마틴 부츠)인 반면, 정답 J를 제외한 모든 오답(A~I)이 여성용 아이템으로 구성되어 있어 성별 구분만으로도 정답이 매우 뚜렷함."
175,2,"상황이 여름용 흰색 원피스와 미니백으로 구성되어 있어, 계절감과 스타일이 일치하는 여름용 밀짚모자(E)가 매우 뚜렷한 정답임. 다른 후보들은 겨울/가을 의류, 남성복, 혹은 이미 가방이 포함되어 있어 중복되는 가방류(B, J)여서 쉽게 제외 가능함."
176,3,"정답인 E(마틴부츠)와 카테고리가 동일한 G(숏부츠)와 F(캔버스화)가 있으며, 하의인 청바지와 스타일이 어울리는 D(데님 자켓)가 포함되어 있어 어느 정도의 고민이 필요함."
177,3,"정답(E)과 동일한 카테고리인 여성용 샌들이 B에 포함되어 있으며, 이미 번들에 가방이 있음에도 불구하고 다수의 가방 아이템(A, C, G, H)이 선택지로 제시되어 있어 어느 정도의 고민이 필요함."
178,3,"상황과 정답(J)이 모두 'ins', '网红(인플루언서)'라는 트렌디한 스타일 키워드를 공유하고 있습니다. 오답 중 E가 상황과 동일한 품목(귀걸이)이며, G, F, H, I 등 다양한 여성 의류 후보들이 있어 스타일 조합을 고민해야 하므로 보통 수준의 난이도입니다."
179,3,"오답 중 B와 E가 기존 번들의 바지와 동일한 '체크(格子)' 패턴을 가지고 있으며, A 또한 '한국 스타일'의 캐주얼한 신발이라 정답인 모자(I) 외에도 스타일적으로 어울리는 선택지가 많아 고민이 필요함."
180,3,"정답인 J 외에도 D, F와 같은 가방류와 E, G와 같은 신발류 오답이 포함되어 있어, 단순히 카테고리만으로는 정답을 특정하기 어렵고 스타일의 조화를 고려해야 하므로 고민이 필요함."
181,3,"정답인 J 외에 E와 G 또한 가방 아이템으로, 전체적인 '학생/캐주얼' 스타일의 맥락에서 함께 고려될 수 있어 어느 정도의 고민이 필요함."
182,2,"정답인 E(레이스 원피스)가 기존 아이템들의 '페미닌/요정 스타일'과 가장 잘 어울리며, 오답 중 남성복(C, D, I)이나 중복 카테고리인 신발(A), 계절감이 맞지 않는 아이템(H)이 많아 정답이 비교적 명확함."
183,2,"상황이 '여름/휴양지/청순(小清新)' 스타일인데, 오답 중 상당수(D, F, H)가 겨울 아이템이며 E는 남성용 신발이라 쉽게 제외됩니다. J(어글리 슈즈)가 고려 대상이 될 수 있으나, 정답 C가 상황의 '소청신(小清新)' 키워드와 스타일 면에서 가장 잘 어울려 정답이 명확한 편입니다."
184,3,"정답인 H(펜슬 팬츠)와 오답 F(청바지)가 모두 하의이며 캐주얼한 스타일로, 주어진 야구 점퍼 및 스니커즈와 모두 잘 어울리는 아이템이라 선택 시 고민이 필요함."
185,2,"기존 구성이 '기모 운동화'와 '청바지'로 겨울철 캐주얼 룩이므로, 정답인 두꺼운 겨울 외투(C)가 가장 적절합니다. 니트(I)나 후드티(J) 같은 상의 후보가 있어 약간의 고민이 될 수 있으나, 신발의 '기모' 속성 때문에 두꺼운 외투인 정답이 더 뚜렷하며, 나머지 액세서리나 여름 옷(G)은 쉽게 제외할 수 있습니다."
186,2,"대부분의 오답이 여성용 제품이라 쉽게 제외되며, 정답 G가 기존 번들에 포함된 자켓과 동일 브랜드(Mark Wafei)의 남성용 바지이므로 정답이 매우 뚜렷함. 다만 남성용 아이템인 E와 J가 섞여 있어 2점으로 평가함."
187,1,"정답 B만 남성용 의류이며, 나머지 오답들은 모두 여성용 아이템(귀걸이, 여성용 모자, 원피스 등)으로 구성되어 있어 성별 구분만으로도 정답이 매우 명확함."
188,3,"정답(E)과 동일한 액세서리 품목인 G가 존재하며, 스타일 면에서 '소청신(小清新)' 컨셉이 유사한 가방 아이템인 C가 있어 선택 시 고민이 필요함."
189,2,"기존 아이템이 여름용 샌들과 여성용 팔찌이므로 계절감과 성별이 일치하는 G(여름용 데님 스커트)가 매우 뚜렷한 정답임. 오답 중 B, D, F, J는 겨울/가을 의류이며 E는 남성용 신발이라 쉽게 제외 가능함."
190,2,"정답 A와 오답 I가 모두 청바지라는 동일 카테고리 아이템이며, 오답 J가 기존 아이템과 같은 귀걸이 제품이라 일부 혼동 가능성이 있으나, 정답 A가 기존 아이템 1과 동일 브랜드(Ayuko) 제품이라는 점에서 정답이 뚜렷하게 구분됩니다."
191,2,"대부분의 오답이 계절감이 맞지 않는 여름 의류(D, H, I)이거나 이미 구성된 아이템과 중복되는 품목(C, J)입니다. 로퍼(E)나 가방(A)이 고려될 수 있으나, 레깅스와 슬림핏 상의 조합에는 스니커즈(B)가 가장 전형적이고 자연스러운 매치입니다."
192,3,"정답인 G 외에도 신발 카테고리에 속하는 E, F, J와 액세서리인 C가 포함되어 있어, 단순 품목 구분을 넘어 구체적인 스타일 조합을 판단해야 하므로 혼동의 여지가 있음."
193,3,"정답인 D 외에 다른 가방 아이템인 F가 존재하여 카테고리 상의 혼동 가능성이 있으며, 신발 카테고리인 B, C가 포함되어 있어 어느 정도의 고민이 필요함."
194,3,"정답인 귀걸이(F) 외에도 가방(G), 모자(I)와 같은 액세서리나 바지(B, C), 상의(E) 등 캐주얼한 흰색 운동화와 충분히 매치 가능한 아이템들이 다수 포함되어 있어 정답을 확신하기 어려움."
195,5,"상황은 '여름용 뮬'인데 정답은 '겨울용 레깅스(G)'로 계절감이 전혀 맞지 않으며, 오답 중 D(청바지)와 같은 하의류나 I(부츠)와 같은 신발류가 섞여 있어 정답을 논리적으로 유추하기 매우 어려움."
196,2,"후보 중 B, F, H, I가 남성용 아이템이라 쉽게 제외되며, J는 이미 번들에 귀걸이가 포함되어 있어 중복됩니다. 나머지 여성용 의류(A, C, D, G)와 정답인 신발(E) 중 선택하는 상황이므로 정답을 찾기가 비교적 쉽습니다."
197,2,"대부분의 오답이 의류나 신발인 반면, 정답(C)과 오답(J)만 액세서리입니다. 다만, 주어진 귀걸이의 캐주얼한 스타일과 오답(J)인 스와로브스키 목걸이의 고급스러운 스타일 차이가 있어 정답을 구분하기 비교적 쉽습니다."
198,2,"정답인 J(귀걸이)와 같은 액세서리 카테고리인 H(목걸이)가 있어 일부 혼동될 수 있으나, 나머지 후보들이 대부분 의류나 신발로 구성되어 있어 정답을 구분하기 비교적 쉽습니다."
199,2,"정답인 초커(C) 외에 가방(D, G), 귀걸이(F), 베레모(J) 등 다른 액세서리들이 후보에 있어 혼동될 수 있으나, 주어진 '하라주쿠', 'BF풍', '스트릿' 스타일의 맥락상 초커가 가장 스타일리시하게 어울리는 아이템임."
200,2,"이미 번들에 신발과 외투가 포함되어 있어, 후보 중 중복 카테고리인 신발(C, F, J)과 외투(H)를 쉽게 제외할 수 있고 남성용 의류(D, I) 또한 제외 가능함. 바지(A, E)나 셔츠(B)가 대안이 될 수 있으나, 전체적인 스타일 조화 면에서 정답인 모자(G)가 뚜렷한 편임."
201,2,"정답 A 외에 오답 C도 가방 아이템으로 카테고리가 겹쳐 혼동 여지가 있으나, 나머지 오답들이 신발, 바지, 티셔츠 등 확연히 다른 품목들이라 정답 후보를 좁히기가 매우 쉬움."
202,2,"이미 하의(청바지)와 상의(가디건)가 구성되어 있어, 오답 중 다수를 차지하는 하의 제품들(C, E, H, I, J)을 쉽게 제외할 수 있습니다. 다만, 액세서리인 G(초커)와 신발인 A(부츠)가 정답 D(귀걸이)와 마찬가지로 코디를 완성하는 아이템들이라 약간의 혼동 여지가 있습니다."
203,2,"상황이 귀걸이 하나뿐이라 대부분의 여성 의류가 어울릴 수 있지만, 정답인 A라인 원피스(G)가 '气质(우아함/분위기)'라는 키워드에 가장 잘 부합합니다. 또한 오답 중에 남성용 시계(H)나 캐주얼한 데님 반바지(F)처럼 스타일이 확연히 다른 아이템들이 포함되어 있어 정답을 추려내기가 비교적 쉽습니다."
204,2,"오답 중 B(울 코트)와 D(데님 자켓)가 상의로서 매칭 가능성이 있으나, 정답 C가 기존의 '仙女(페미닌)' 스타일 스커트 및 겨울 계절감과 가장 조화롭게 어울려 정답 선택이 비교적 수월함."
205,1,"기존 번들이 남성용 겨울 스트릿 웨어(조거 팬츠, 맨투맨)로 구성되어 있으며, 정답 C 역시 남성용 겨울 외투인 반면, 나머지 오답들은 대부분 여성용 의류나 잡화로 구성되어 있어 정답이 매우 명확함."
206,3,"정답 G 외에도 B, E와 같은 가방 아이템들이 포함되어 있어, 캐주얼한 운동화에 가장 잘 어울리는 스타일의 가방을 선택해야 하므로 어느 정도 고민이 필요함."
207,2,"정답인 바지(F) 외에 상의(A)와 외투(B)가 있어 약간의 고민이 될 수 있으나, 흰색 운동화와 청바지의 조합이 매우 전형적이며 나머지 오답들은 가방, 액세서리, 상충되는 신발(I) 등으로 구성되어 있어 정답이 비교적 뚜렷합니다."
208,3,"정답 J와 동일한 신발 카테고리인 A, C, G가 포함되어 있으며, 특히 오답 I의 경우 기존 번들의 '별(星星)' 테마와 일치하여 정답과 매우 유사한 속성을 가지고 있어 헷갈릴 가능성이 높음."
209,2,"오답 중 남성용 아이템(C, E, I)과 계절감이 맞지 않는 아이템(D, H)이 많아 선택지가 쉽게 좁혀집니다. 여성용 가방인 F가 있으나, 스타일(에스닉/모리걸)이 기존 번들의 한국 스타일(韩范)과 어울리지 않아 정답인 B가 비교적 뚜렷합니다."
210,3,"정답(C)과 오답(F, I)이 모두 여성용 데님 팬츠로 카테고리가 동일하며, A, B, G, J 또한 '학생', '일본풍' 등 정답과 유사한 스타일 속성을 가지고 있어 어느 정도 고민이 필요함."
211,2,"상황에 치마와 가방이 이미 포함되어 있어 신발이 필요한 구성이며, 오답 중 B, F가 신발이지만 정답인 E(화이트 스니커즈)가 '한국 스타일(韩版)'의 짧은 치마 코디에 가장 전형적인 조합임. 나머지 오답들은 중복 아이템(치마, 가방)이거나 성별/스타일이 맞지 않아 정답이 비교적 뚜렷함."
212,2,"정답인 I(폴카 도트 스커트)가 상의(시폰 셔츠)의 우아하고 여성스러운 분위기와 가장 잘 어울립니다. 오답 중 F, J가 여성용 하의이지만 캐주얼한 데님 소재라 스타일 차이가 명확하며, 나머지는 액세서리나 남성용 아이템으로 구성되어 있어 정답을 찾기 쉽습니다."
213,2,"정답인 모자(I) 외에 신발(B)이 보완 아이템으로 가능하여 약간의 고민이 있을 수 있으나, 나머지 오답들은 원피스와 함께 매치하기 어려운 하의(D, E, G, J)나 상의(C, F), 계절감이 맞지 않는 두꺼운 외투(A, H)들이라 정답이 비교적 뚜렷합니다."
214,3,"정답은 액세서리(귀걸이)이지만, 오답 중 J(영국풍 체크 바지)가 기존 아이템인 옥스퍼드화의 '영국풍' 스타일과 매우 잘 어울리는 하드 네거티브(Hard Negative)로 작용하여 혼동 가능성이 높습니다."
