index,difficulty,reason
107,2.0,"정답인 베레모는 기존의 울 스커트와 매우 잘 어울리는 클래식한 겨울 액세서리입니다. 오답 중 가방(E)이나 스커트(I)는 이미 번들에 포함된 아이템과 중복되며, 청바지(C)나 염주(J)는 스타일이 전혀 맞지 않아 정답을 찾기가 비교적 쉽습니다."
108,2.0,"정답인 베레모(J)가 기존 아이템의 '프랑스식(法式)' 스타일과 테마가 일치하여 매우 잘 어울립니다. 오답 중 드레스류(E, H, I)는 이미 드레스가 포함되어 있어 제외하기 쉽고, 샌들류(C, F)는 털신과 맞지 않는 계절감 때문에 쉽게 배제할 수 있어 난이도가 낮습니다."
109,2.0,"정답인 가방(E) 외에 남성복(F, H), 겨울 의류(G, I), 중복되는 신발(J) 등 명백한 오답이 많아 정답이 뚜렷한 편입니다. 다만, 여성용 의류(A, B, C, D)가 선택지에 포함되어 있어 아주 약간의 고민 여지가 있습니다."
110,3.0,"정답인 귀걸이(E) 외에도 모자(C), 다른 스타일의 귀걸이(H), 팔찌(I) 등 여성스러운 스타일의 액세서리 오답들이 포함되어 있어 정답을 선택할 때 고민이 필요함."
111,3.0,"상의(티셔츠)와 신발(스니커즈)이 주어진 상태에서 하의가 필요한 상황입니다. 후보 중 C(와이드 팬츠), G(멜빵 바지), J(스키니 진)가 모두 하의이며, '학생 스타일'이라는 맥락에서 세 가지 모두 매칭 가능성이 있어 변별력이 필요합니다."
112,3.0,"정답인 가방(G) 외에, 기존 아이템(샌들, 귀걸이)의 여성스럽고 화사한 스타일과 잘 어울리는 여러 종류의 원피스(F, H, I, J)들이 오답으로 포함되어 있어 스타일 측면에서 혼동 가능성이 있음."
113,2.0,"오답 A, B, I가 정답과 같은 원피스 품목이라 일부 헷갈릴 수 있으나, 가방의 '심플하고 우아한(简约大气)' 분위기와 흰색 스니커즈의 캐주얼함에 가장 잘 어울리는 클래식한 블랙 드레스(G)가 뚜렷하게 구분됨."
114,3.0,"기존 아이템이 가방과 흰색 운동화로 매우 일반적인 캐주얼 스타일이며, 정답인 A(셔츠) 외에도 I(티셔츠)나 J(청바지) 같은 아이템들이 함께 구성하기에 적절한 상/하의 후보군이라 어느 정도 고민이 필요함."
115,2.0,"상황이 흰색 운동화와 검정 레깅스로 매우 기본적이고 캐주얼한 조합이므로, 기본 아이템인 흰색 티셔츠(B)가 가장 자연스럽게 어울림. 오답들이 주로 원피스나 무거운 겨울 외투, 액세서리 위주라 정답과 스타일 차이가 뚜렷하여 구분이 쉬움."
116,1.0,"기존 번들이 남성용 시계와 신발로 구성되어 있는데, 정답인 E만 남성용 의류이며 나머지 오답 대부분(A, C, D, F, G, H, I, J)이 여성용 제품으로 명시되어 있어 정답이 매우 뚜렷함."
117,3.0,"정답인 시계(I) 외에도 가방(D)과 같은 액세서리류와, 기존 아이템들의 여성스러운 스타일과 잘 어울리는 원피스(A, J) 등이 포함되어 있어 정답을 고르는 데 고민이 필요함."
118,3.0,"정답 C와 오답 B, E, F, G, J 모두 의류 아이템으로, 우아한 스타일의 귀걸이와 하이힐에 어울릴 수 있는 선택지가 많아 고민이 필요함. 특히 C와 E는 동일 브랜드 제품이며, B, F 등 다른 상의류와 스타일이 유사함."
119,2.0,"오답 중 H(상의)와 C, D(시계)가 번들 구성상 추가될 가능성이 있는 아이템들이나, '유럽풍', 'chic'라는 스타일적 맥락과 가을/겨울 계절감에서 F(베레모)가 가장 정답에 가깝기 때문에 비교적 구분하기 쉬움."
120,2.0,"기존 구성이 반바지와 신발로 이루어져 있어 상의가 필수적인 상황이며, 후보 중 F(티셔츠)가 계절감과 캐주얼한 스타일에 가장 부합함. I(신발)가 기존 아이템과 카테고리가 겹쳐 약간의 혼동을 줄 수 있으나, 전체적인 코디 완성도를 고려할 때 정답이 매우 뚜렷함."
121,3.0,"정답인 F(샌들) 외에도 A, G, J와 같은 신발 카테고리의 오답들이 존재하여 혼동을 줄 수 있으며, '살구색 스타킹(光腿神器)'이라는 특정 패션 아이템의 맥락(맨다리처럼 보이게 하여 샌들을 매치함)을 이해해야 정답을 고를 수 있기 때문에 보통 수준의 난이도로 평가됨."
122,2.0,"기존 아이템인 '겨울용 눈꽃부츠'와 계절감이 일치하는 정답(C, 겨울 베레모)이 뚜렷하며, 후보 중 상당수(D, F, G, H, J)가 여름/봄 아이템이라 쉽게 제외할 수 있어 난이도가 낮음."
123,2.0,"기존 번들이 겨울용 두꺼운 외투와 털 슬리퍼로 구성되어 있어 겨울 의류가 필요하며, 정답인 C(기모 청바지)를 제외한 대부분의 오답이 여름/봄용 원피스나 얇은 옷들이라 정답이 매우 뚜렷함."
124,2.0,"오답의 대부분이 이미 번들에 포함된 품목(신발, 상의)이거나 계절감이 전혀 맞지 않는 겨울 외투(E, I)여서 정답이 비교적 명확함. 다만 하의(F)나 액세서리(J)가 일부 선택지로 존재하여 아주 쉽지는 않음."
125,3.0,"정답(I)과 동일한 카테고리이자 유사한 색상인 흰색 캐주얼 신발(A, E)이 오답에 포함되어 있어, '학생/캔버스'라는 구체적인 스타일 일치 여부를 판단해야 하므로 어느 정도 고민이 필요함."
126,3.0,"오답 중 D, G가 정답과 동일한 귀걸이 품목이며, 특히 G는 정답 A와 유사하게 '심플하고 어디에나 잘 어울리는(百搭)' 스타일이라 헷갈릴 수 있음. 또한 E(손목시계) 역시 액세서리로서 번들 구성이 가능하여 어느 정도의 판단이 필요함."
127,2.0,"정답인 E 외에 D, H와 같은 가방류 오답이 존재하여 혼동 가능성이 있으나, 상황 설명에 반복적으로 등장하는 '복고(复古)' 키워드가 정답 E의 스타일과 일치하여 비교적 쉽게 구분 가능함."
128,2.0,"대부분의 오답(D, G, H, I)이 계절감이 맞지 않아 쉽게 제외되며, A, B, J는 스타일이 너무 화려하여 주어진 '심플/빈티지' 컨셉과 거리가 멉니다. 가방 아이템인 E가 후보에 있으나, 징 장식이 있는 스타일이라 정답인 C의 심플한 디자인이 더 적절합니다."
129,2.0,"오답 B, C, F, J는 여름 시즌 아이템으로, 가을/겨울용 트렌치코트 및 베레모와 계절감이 맞지 않아 쉽게 제외됩니다. 정답 H는 '레트로' 스타일과 계절감이 일치하여 정답 도출이 비교적 쉽습니다."
130,3.0,오답 중 C(겨울 모리걸 스타일 스웨터)와 E(눈신발)가 주어진 상황의 계절감(겨울) 및 스타일(모리걸/레트로)과 일치하여 정답인 J(울 소재 가방)와 헷갈릴 여지가 있음.
131,2.0,"기존 아이템들이 실크 리본 셔츠와 가죽 핸드백으로 우아한 오피스룩 스타일이며, 정답인 H(하이힐)가 이 분위기에 가장 잘 어울림. 오답 중 B, E, I, J는 겨울 계절감으로 부적절하고, F, G는 너무 캐주얼하여 제외되며, D(로퍼)가 신발이라는 점에서 약간의 혼동 가능성이 있으나 스타일상 H가 훨씬 적절함."
132,2.0,"정답 B는 여름용 섹시/시크 스타일의 샌들로, 기존의 데님 숏팬츠 및 귀걸이와 계절감과 스타일이 매우 잘 어울립니다. 반면, 대다수의 오답(A, G, H, J)은 겨울/가을 의류이며, C, D, E는 하의(숏팬츠)와 함께 매치하기 어려운 품목이라 정답이 매우 뚜렷합니다."
133,3.0,"정답인 베레모 외에도 겨울철 외투(G, J)나 가방(B, F)처럼 주어진 겨울 니트와 부츠 조합에 함께 매치할 수 있는 적절한 아이템들이 포함되어 있어 선택에 고민이 필요함."
134,2.0,"대부분의 오답이 계절(봄/여름)이나 성별이 맞지 않아 쉽게 배제 가능하며, 정답 D는 기존 아이템과 브랜드(A7seven) 및 계절(겨울)이 일치하여 정답이 뚜렷함."
135,3.0,"정답인 모직 스커트(A)가 기존의 모직 코트와 소재 및 빈티지 스타일 면에서 매우 잘 어울리지만, 니트(H), 원피스(B), 청바지(I) 등 코디 가능한 다른 의류 아이템들이 후보에 포함되어 있어 선택 시 고민이 필요함."
136,3.0,"정답 B와 오답 G가 모두 '학생용 플랫폼 슈즈'라는 매우 유사한 속성을 가지고 있어 구분이 어렵고, A, C, E와 같은 하의 아이템들도 캐주얼한 후드티와 매치 가능한 선택지라 고민이 필요함."
137,2.0,"전체적인 스타일이 '화이트 톤의 페미닌/웨딩 룩'으로 매우 뚜렷하며, 오답 대부분이 캐주얼한 의류나 계절감이 맞지 않는 옷들이라 정답인 액세서리(D)가 쉽게 구분됨. 다만, 다른 액세서리인 I가 있어 약간의 혼동 여지가 있음."
138,2.0,"정답인 J(맨투맨)는 기존의 와이드 청바지와 흰색 운동화라는 캐주얼한 조합에 가장 적합한 상의임. 오답 중 A는 남성용, B/E는 여름 신발, D/I는 원피스로 스타일이 맞지 않으며, C/G는 이미 포함된 품목(신발, 바지)과 중복되어 정답이 비교적 명확함."
139,2.0,"정답인 모자(D)가 기존의 플랫폼 운동화와 캐주얼한 스타일로 잘 어울리며, 오답 중 겨울용 의류(A, G, I)나 이미 신발이 있는 상황에서 또 다른 신발(B, E)은 쉽게 제외할 수 있어 정답 선택이 비교적 수월함."
140,2.0,"주어진 상황이 '여름철 여성 상의와 모자'로 명확하며, 정답인 G(여름 데님 반바지)가 코디를 완성하는 가장 적절한 하의 아이템임. 오답 중 상당수가 계절이 맞지 않거나(A, D, F, J), 성별이 다르거나(C), 이미 상의가 있어 중복되는(I) 아이템들이라 정답이 쉽게 도출됨. 다만 H(신발)나 B, E(액세서리)가 보조적인 선택지가 될 수 있어 2점으로 평가함."
141,3.0,"정답인 C 외에도 D, E, J가 모두 가방 아이템이며, 특히 D와 E는 정답과 유사하게 '캐주얼'하고 '범용적인' 스타일을 가지고 있어 선택 시 고민이 필요함."
142,2.0,"정답인 흰색 운동화(J)가 후드티와 데님 반바지라는 캐주얼한 조합에 가장 전형적으로 어울리는 아이템입니다. 오답 중 바지(B, G)나 원피스(H)는 이미 하의가 있는 상황에서 중복되며, 하이힐(D)이나 남성용 부츠(F)는 스타일이 맞지 않아 정답이 매우 뚜렷합니다."
143,2.0,"전체적인 스타일이 '빈티지/레트로' 컨셉으로, 정답인 J(빈티지 가죽 가방) 외에 A(베레모)나 F(울 코트)가 스타일 면에서 유사하여 일부 혼동 가능성이 있으나, 정답의 레트로한 특성이 매우 뚜렷함."
144,2.0,"기존 아이템인 데님 자켓과 가장 잘 어울리는 하의인 데님 팬츠(I)가 정답이며, 오답 중 치마(E)나 신발(D, H)이 일부 고려될 수 있으나 여름 의류(A, C, G)나 중복 카테고리인 가방(J)이 많아 정답을 찾기 쉬운 편임."
145,3.0,"정답 J와 동일한 카테고리인 귀걸이 제품 E가 있으며, 여름 원피스 및 모자와 잘 어울리는 여름용 신발인 A, D가 포함되어 있어 선택지 간의 혼동 가능성이 있음."
146,3.0,"정답인 A(마틴부츠) 외에 오답 F(어글리슈즈)가 기존 아이템의 '홍콩풍(香港风)'과 일치하는 '홍콩스타일(港味)' 속성을 가지고 있어 혼동을 줄 수 있으며, B, D, G 등 여러 의류 옵션이 섞여 있어 어느 정도의 고민이 필요함."
147,2.0,"정답인 E(모직 바지)가 기존의 스웨터와 계절감 및 소재 면에서 가장 잘 어울리는 하의이며, 나머지 오답들은 성별이 다르거나(D), 계절이 맞지 않거나(I, J), 이미 상의가 있는 상태에서 중복되는 상의/원피스류(A, B, C, F)여서 정답이 비교적 명확함."
148,2.0,"대부분의 오답이 가을/겨울 시즌 아이템(A, F, G, I, J)이라 쉽게 제외 가능하며, 여름 아이템인 H(꽃무늬 원피스)와 C(가방)가 후보에 있으나, 정답 B(슬립 원피스)가 기존의 밀짚모자, 진주 귀걸이와 함께 '세련된 여름 휴양지 룩'을 구성하기에 가장 적절함."
149,2.0,"신발과 가방이 이미 구성된 상태에서 의류 아이템이 필요한 상황이며, 오답 중 H(청바지)나 E(치마) 같은 하의 옵션이 있어 일부 혼동 가능성이 있으나, 액세서리나 중복되는 신발류 등 오답의 카테고리가 다양하여 정답을 찾기가 비교적 수월함."
150,3.0,"정답인 검정색 레깅스(G) 외에 겨울철 코디에 매우 잘 어울리는 앵클 부츠(E)와 또 다른 겨울 외투(J)가 포함되어 있어, 아이템 간의 조합을 고려할 때 어느 정도 고민이 필요함."
151,2.0,"정답(G)은 여름 휴양지 룩에 어울리는 액세서리인 반면, 오답 A, B, C, D, J는 겨울 및 봄 외투로 계절감이 전혀 맞지 않아 쉽게 제외 가능함. F, H, I가 후보군에 있으나, 원피스와 모자가 포함된 구성상 액세서리인 귀걸이가 가장 자연스러움."
152,3.0,"정답인 핑크색 티셔츠 외에도 여름철 캐주얼 스타일에 어울리는 샌들(A), 핑크색 운동화(E), 흰색 운동화(J) 및 여성스러운 원피스(C, I) 등 계절감과 스타일이 유사한 선택지가 많아 어느 정도 고민이 필요함."
153,3.0,"정답인 B 외에도 G, I, J와 같은 신발류 오답이 다수 포함되어 있으며, 특히 J 역시 로퍼 종류의 신발이라 스타일 면에서 혼동될 가능성이 있음."
154,3.0,"정답 J 외에도 H, I와 같은 데님 팬츠와 F와 같은 데님 쇼츠가 포함되어 있어, 하의라는 동일 카테고리 내에서 스타일을 세밀하게 구분해야 하므로 어느 정도 고민이 필요함."
155,2.0,"시퀸 자수 드레스와 화려한 귀걸이라는 구성상 섹시하고 화려한 스타일의 하이힐(E)이 가장 적절함. 다른 후보들은 계절감이 맞지 않거나(B, G), 너무 캐주얼하거나(F, H), 이미 포함된 아이템과 중복(D)되어 정답이 비교적 명확함."
156,3.0,"오답 중 B, E, J가 가을/겨울 시즌의 의류 아이템으로, 주어진 베레모 및 가방과 함께 코디될 가능성이 있어 정답인 신발(H)과 함께 고민될 여지가 있음."
157,2.0,"정답 J가 상황에 제시된 '秋冬(추동)', '慵懒风(나른한 스타일)' 키워드와 정확히 일치하여 스타일적 일관성이 매우 높습니다. 오답 중 D(코트)가 계절상 어울릴 수 있으나, 나머지 오답들은 계절이 맞지 않거나(A, B, E, H) 품목이 중복(F)되어 정답이 비교적 뚜렷하게 구분됩니다."
158,3.0,"정답인 야구모자(D) 외에도 목걸이(C)나 가방(H, I)과 같은 액세서리류 오답들이 포함되어 있어, 기존 아이템들의 캐주얼함과 여성스러움 사이의 스타일 조화를 고려해야 하므로 어느 정도 고민이 필요함."
159,2.0,"대부분의 오답이 여름용 아이템(A, H, J)이거나 드레스(C, D)여서 계절 및 스타일상 부적절함. 겨울 부츠(B)가 계절감은 맞으나, 일자 청바지에는 캐주얼한 캔버스화(E)가 더 적절하여 정답이 명확한 편임."
160,2.0,"상황 속 아이템이 '秋冬季(추동계)' 제품이므로, 계절감이 일치하는 '冬(겨울)' 아이템인 F가 정답으로 유력함. 나머지 오답들은 봄/여름 시즌 제품이거나 이미 드레스가 포함된 구성에서 중복되는 드레스류(C, D, I)여서 정답과 쉽게 구분됨."
161,2.0,"정답인 가방(C) 외에 오답 A와 E는 이미 번들에 포함된 아이템과 중복되는 카테고리(귀걸이, 원피스)여서 쉽게 제외 가능하며, 나머지 아이템들은 스타일이나 계절감이 맞지 않아 정답이 비교적 뚜렷함."
162,3.0,"정답인 C와 오답 J가 모두 '휴양지용 원피스'라는 매우 유사한 속성을 가지고 있어 헷갈릴 수 있으며, H(샌들) 또한 여름 코디에 적합한 아이템이라 어느 정도 고민이 필요함."
163,1.0,"상황이 남성용 아이템(시계, 티셔츠)으로 구성되어 있으나, 오답의 대부분(A, B, D, E, G, H, I, J)이 여성용 아이템으로 명시되어 있어 정답인 C(커플/공용 후드티)가 매우 쉽게 구분됨."
164,2.0,"기존 번들의 '기모 레깅스'가 겨울 아이템이므로, 계절감이 일치하는 '겨울 롱부츠'가 정답으로 매우 적절함. 오답 중 상당수가 봄/여름 시즌 아이템이거나 이미 가방이 포함되어 있어 중복되는 가방 품목들이라 정답을 찾기 쉬움."
165,2.0,"오답의 상당수(B, D, F, G)가 여름 시즌 아이템이라 쉽게 제외되며, 정답인 흰색 운동화(E)가 가을/겨울 니트 및 베레모의 캐주얼한 스타일과 가장 무난하게 어울려 정답 선택이 용이함."
166,2.0,"정답인 J와 오답 G 모두 하의 아이템으로서 겨울 학생 룩이라는 맥락에 어울려 일부 고민이 될 수 있으나, 나머지 오답들은 이미 구성된 외투나 신발과 중복되는 품목이거나 계절감이 맞지 않아 정답이 비교적 명확함."
167,3.0,"정답인 가방(B) 외에도 또 다른 가방(G)과 액세서리인 시계(E)가 선택지에 포함되어 있어, 어떤 아이템이 전체적인 스타일(페미닌한 원피스+스니커즈)에 더 적합한지 고민이 필요함."
168,2.0,"정답인 메리제인 구두(E)가 '발레코어/여성스러운' 분위기의 귀걸이 및 가방과 스타일적으로 매우 잘 어울립니다. 오답 중 남성복(B, J)은 쉽게 제외되며, 다른 여성 의류(A, D, G)나 신발(F, H)이 존재하지만 정답만큼의 스타일 일관성이 뚜렷하지 않아 비교적 쉽게 맞출 수 있습니다."
169,2.0,"정답인 흰색 운동화(E)는 여름 원피스와 가장 잘 어울리는 기본 아이템이며, 오답 중 상당수(A, D, G, I, J)가 겨울용 의류라 계절감이 맞지 않아 쉽게 제외할 수 있습니다. 다만 가방(F)이나 모자(H) 같은 액세서리가 포함되어 있어 약간의 선택지가 존재합니다."
170,2.0,"기존 번들이 봄 시즌의 캐주얼한 스타일(청바지, 셔츠)이므로, 정답인 J(봄 시즌의 범용성 있는 가방)가 가장 적절합니다. 오답 중 D와 I도 가방이지만 각각 '가을/겨울' 및 '민속풍' 스타일이라 정답과 구분이 가능하며, 나머지 아이템들은 품목이 중복되거나 스타일이 너무 달라 쉽게 제외됩니다."
171,1.0,"상황이 겨울 아이템(레깅스, 울 베레모)으로 구성되어 있는데, 오답의 대부분이 여름 의류(A, C, E, F, H)이거나 성별이 다른 제품(D)이어서 정답인 겨울 신발(B)이 매우 뚜렷하게 구분됨."
172,3.0,"여름 시즌의 모자와 원피스가 주어진 상황에서, 정답인 B(여름용 소형 가방) 외에도 A, F와 같은 여름 샌들이나 C와 같은 다른 가방이 선택지로 있어 어느 정도 고민이 필요함."
173,2.0,"이미 원피스와 신발이 포함되어 있어 가방이 추가될 차례이며, 오답 중 G와 I도 가방이지만 캐릭터나 특정 디자인이 강한 반면, 정답 C는 '백답(百搭, 어디에나 잘 어울리는)' 속성을 가지고 있어 기존 아이템들과 가장 잘 어울림."
174,2.0,"오답 중 남성용 의류(A, G)와 스타일이 맞지 않는 아이템(H, J), 그리고 이미 드레스가 포함된 상황에서 중복되는 드레스들(B, D, F)이 많아 정답인 액세서리(I)를 고르기가 비교적 쉽습니다. 구두(E)가 유일한 대안이 될 수 있으나 전반적인 구성상 정답이 뚜렷합니다."
175,3.0,"전체적인 스타일이 '레트로/학생/모리걸' 분위기인데, 정답인 검정 레깅스(I) 외에도 망사 케이크 스커트(H)나 울 코트(G)가 해당 스타일과 잘 어울려 혼동될 가능성이 있음."
176,3.0,"정답(D) 외에도 복고풍의 레드 코트(A), 비슷한 분위기의 니트 원피스(G), 그리고 기존 아이템과 소재가 겹치는 진주 팔찌(F)가 있어 스타일과 소재 측면에서 고민의 여지가 있음."
177,2.0,"정답(I)과 기존 아이템인 드레스가 모두 '仙女(선녀/페어리)' 스타일이라는 키워드를 공유하고 있어 연관성이 매우 뚜렷함. 오답 중 D, F, J가 여성용 신발 및 가방이라 고려 대상이 될 수 있으나, 스타일 일치도 면에서 정답이 가장 적절함."
178,2.0,"오답 중 B, E, F, J는 이미 번들에 포함된 품목(원피스, 신발)과 중복되며, G, H는 계절감이 맞지 않는 겨울 옷이라 쉽게 제외됩니다. 액세서리인 A, I가 남지만, 여름 원피스와의 조합으로는 해변 모자(D)가 가장 테마에 적합합니다."
179,2.0,"기존 아이템들이 '소청신(小清新, 상큼하고 깨끗한)' 스타일의 화이트 톤 여름/봄 의류이므로, 같은 테마의 J(밀짚모자)가 매우 자연스럽게 어울립니다. 오답 중 H(데님 반바지)나 E, I(치마)가 여성복이라 후보가 될 수 있지만, 전체적인 '달콤하고 상큼한' 분위기에는 J가 가장 적합하며, 남성복(A, F)이나 계절감이 맞지 않는 옷(C, D)은 쉽게 제외됩니다."
180,2.0,"정답인 B(가방)는 기존 아이템인 베레모의 '복고(复古)' 스타일과 키워드가 일치하며, 신발과 모자가 이미 포함된 구성에서 가방이라는 액세서리가 추가되는 것이 매우 자연스럽습니다. 나머지 오답들은 대부분 의류 품목이어서 카테고리상 정답과 뚜렷하게 구분됩니다."
181,3.0,"정답인 신발(J) 외에도 여름철 한국 스타일의 여성 의류인 바지(G)와 블라우스(I)가 후보에 포함되어 있어, 코디 조합 구성 시 어느 아이템이 더 적절한지 고민이 필요함."
182,2.0,"오답 중 B, D, J는 이미 번들에 포함된 신발류이고, E, F는 가방류여서 중복 카테고리로 쉽게 제외할 수 있습니다. 나머지 의류(H, I)나 액세서리(A)보다 정답인 베레모(G)가 기존 아이템들의 '트렌디/레트로' 스타일과 가장 잘 어울려 정답 선택이 비교적 쉽습니다."
183,2.0,"오답 중 A, B, C, G, J는 이미 신발이 포함된 번들에 또 다른 신발을 추가하는 것이므로 쉽게 제외 가능하며, I 또한 가방 중복임. 남은 의류(D, H)나 액세서리(F)보다 여름철 캐주얼 룩을 완성하는 밀짚모자(E)가 정답으로서 뚜렷한 특징을 가짐."
184,3.0,"정답인 H(가방) 외에도 B(가방), C(운동화), G(데님 자켓) 등 캐주얼한 한국 스타일의 아이템들이 다수 포함되어 있어, 스타일 면에서 정답과 오답을 구분하기 위해 고민이 필요함."
185,1.0,"정답 C를 제외한 모든 오답(A, B, D, E, F, G, H, I, J)이 여성 전용 아이템으로 구성되어 있어, 남성용 시계와 유니섹스 스니커즈가 포함된 기존 번들의 성별 및 스타일 맥락과 전혀 맞지 않으므로 정답이 매우 명확함."
186,2.0,"정답 D가 기존 번들에 포함된 바지와 동일한 브랜드(夕蒙)의 상의이며, 다른 후보들은 신발, 액세서리, 혹은 함께 매치하기 어려운 하의/외투여서 정답이 비교적 명확함."
187,2.0,"정답인 귀걸이가 기존 아이템들의 '복고(复古)' 스타일과 일관성이 있으며, 오답 중 모자(B)나 가방(E, J)은 이미 번들에 포함된 품목이라 쉽게 제외할 수 있습니다. 신발(D) 또한 복고풍이지만, 전체적인 액세서리 조화를 고려할 때 정답이 더 뚜렷합니다."
188,2.0,"오답 중 상당수가 계절감이 맞지 않는 여름 아이템(E, F, I)이거나 이미 부츠가 있어 중복되는 아이템(G)이며, 가방류(A, B, D)보다는 하의인 청바지(C)가 마틴부츠 및 베레모와 어울리는 전형적인 스트릿/시크 룩을 완성하므로 정답이 비교적 명확함."
189,3.0,"기존 번들이 시계와 목걸이 같은 액세서리로 구성되어 있어, 다른 액세서리인 H(귀걸이)나 다른 신발인 B(운동화)가 혼동을 줄 수 있습니다. 다만, 정답 A의 '뼈' 디자인이 기존의 '강아지' 목걸이와 테마적으로 연결되어 있어 이를 파악하면 정답을 고를 수 있는 수준입니다."
190,4.0,"정답 F와 오답 G, H, I가 모두 가방 아이템이며, 특히 G와 H는 정답과 매우 유사한 '소형 스퀘어백/토푸백' 스타일의 디자인을 가지고 있어 정답을 특정하기 매우 어려움."
191,3.0,"정답 F 외에도 신발 아이템인 D, G, H가 포함되어 있으며, 특히 H(털 뮬)는 정답과 유사한 겨울/가을 소재의 신발이라 혼동 가능성이 높음. 또한 상의인 A 역시 번들 구성상 적절한 선택지가 될 수 있어 어느 정도의 고민이 필요함."
192,3.0,"정답인 F(하트백) 외에도 A(원피스), H(멜빵바지), J(샌들) 등이 전체적인 '모리걸/한국 학생 스타일'의 맥락과 어울려 선택지 간의 고민이 필요함."
193,2.0,"정답 E가 기존 아이템 2번과 동일한 브랜드('亦谷') 제품이라는 강력한 힌트가 있으며, 오답 A, B가 같은 원피스 품목이라 약간의 고민이 필요하지만 브랜드 일치성이 매우 뚜렷함."
194,4.0,"정답인 I(겨울용 원피스)보다 오답인 G(여름용 원피스)나 D(반지)가 기존 번들의 여름 귀걸이, 봄 운동화와 계절감이나 아이템 성격 면에서 더 논리적으로 잘 어울려 정답을 찾기 어려움."
195,1.0,"상황이 겨울 코트와 울 베레모로 명확한 겨울 시즌인 반면, 정답인 F만 겨울용 털 안감 부츠이며 나머지 오답들은 대부분 봄/여름 시즌 아이템이거나 계절감이 맞지 않아 정답이 매우 뚜렷함."
196,3.0,정답 F와 오답 A가 모두 학생 스타일의 캔버스 백으로 품목과 분위기가 매우 유사하여 구분이 어려움.
197,3.0,"정답 A와 오답 B가 모두 데님 반바지라는 동일 품목이며, 오답 J 또한 'ins 스타일'의 액세서리여서 스타일적 유사성이 존재해 혼동될 여지가 있음."
198,3.0,정답인 C(눈꽃부츠) 외에도 I(마틴부츠)와 A(스웨터)가 겨울 시즌 및 학생 스타일이라는 맥락에서 적절한 조합이라 어느 정도 고민이 필요함.
199,2.0,"A, H, I는 겨울 의류로 계절감이 맞지 않고, J는 남성용 신발이며, D는 이미 가방이 있어 중복됩니다. C(하이힐)는 캡 모자와 스타일이 어울리지 않아, 캐주얼한 룩을 완성하는 정답 E가 비교적 명확하게 구분됩니다."
200,3.0,"오답 중 A, G, I가 이미 번들에 포함된 가방과 동일한 카테고리이며, B, D, E, J와 같은 다양한 의류 아이템들이 섞여 있어, 전체적인 스타일 조화와 아이템 구성(액세서리, 가방 -> 신발)을 모두 고려해야 하므로 적절한 고민이 필요함."
201,2.0,"대부분의 오답(B~G, I, J)이 여성용 아이템이라 쉽게 제외되지만, 오답 A가 남성용 재킷으로 정답인 남성용 시계(H)와 성별 및 스타일이 일치하여 약간의 혼동 여지가 있음."
202,1.0,정답(H)이 기존 번들의 첫 번째 아이템과 동일한 브랜드('希野') 및 동일한 시즌 컬렉션('2018早春新款') 제품으로 명시되어 있어 정답이 매우 뚜렷함.
203,2.0,"정답 D는 기존 상의와 동일 브랜드(韩都衣舍)이면서 번들에 필요한 하의 품목이라 매우 적절함. 오답 F가 동일 브랜드이지만 상의이며, J는 하의지만 남성용 제품이라 정답과 쉽게 구분됨."
204,1.0,"정답(B)은 기존 번들의 아이템과 동일 브랜드(马切达) 및 동일 스타일(남성용, 일제 레트로)인 반면, 나머지 모든 오답은 여성용 의류 및 잡화로 구성되어 있어 정답이 매우 명확함."
205,2.0,"주어진 아이템들이 여성용 화려한 액세서리(팔찌, 귀걸이)이므로, 정답인 A(샤넬풍 체인백)가 스타일 면에서 가장 잘 어울립니다. 오답 중 D, F도 가방이지만 스타일이 다르며, 남성용 제품(B, H)이나 일반 의류 및 신발은 쉽게 제외할 수 있어 정답을 찾기 수월합니다."
206,3.0,"정답 A와 오답 I가 모두 가을/겨울 시즌의 모직 코트로, 아이템의 종류와 계절감이 동일하여 어느 것이 더 적절한 스타일인지 고민이 필요함."
207,3.0,"정답(E)과 동일한 카테고리인 가방(H)과, 기존 번들의 '복고(Retro)' 컨셉을 공유하는 원피스(D)가 포함되어 있어 선택 시 고민이 필요함."
208,2.0,"기존 아이템인 코트의 '文艺复古(문예 복고/빈티지)' 스타일과 정답인 베레모의 '法式复古(프랑스식 복고/빈티지)' 키워드가 명확하게 일치하여 스타일적 연관성이 매우 높음. 나머지 오답들은 일반적인 패션 아이템이거나 이미 구성에 포함된 카테고리(코트, 가방)여서 정답을 찾기 쉬움."
209,3.0,정답인 가방(I) 외에도 귀걸이(C)나 단화(G)와 같이 여성스러운 원피스 및 시계 코디에 함께 매치하기 좋은 액세서리류 오답들이 포함되어 있어 선택 시 고민이 필요함.
210,2.0,"정답인 G(운동화)는 캐주얼한 캡 모자와 후드 원피스 조합에 가장 잘 어울리는 아이템입니다. 오답의 대부분이 이미 원피스가 포함된 구성에 또 다른 상/하의나 원피스를 제안하고 있어 쉽게 배제 가능하며, 다른 신발인 H(부츠)보다 G가 스타일상 훨씬 자연스럽습니다."
