dataset,bundle_id,true_option,input,true_item,ibxbi_added_context,iu_top_wrong_option,iu_top_wrong_item,bixib_top_wrong_option,bixib_top_wrong_item,rank_IBxBI,rank_IUxUI,rank_BIxIB,candidate_indices
pog_dense,24839,G,1. 小瑞靓包菱格链条包包女2019新款软皮手提单肩小包时尚百搭斜挎包 [Additional context: This item is frequently included in outfits with: 粉色加厚中长款棉衣棉服棉袄毛领修身丝绒外套冬季女装20199新款; 钱夫人CHINSTUDIO 港味高腰格子半身裙秋冬女显瘦毛呢裙A字短裙子; 【直降80元】【118元双11限量秒杀】MG小象中长款学生呢子大衣潮.]; 2. 一力米灰2018秋冬季新款英伦圆头切尔西短筒裸靴子高粗跟马丁靴女 [Additional context: This item is frequently included in outfits with: MG小象黑色打底裤女春2019新款休闲紧身裤外穿高腰显瘦小脚九分裤; MG小象2018流行大衣女中长款宽松长袖秋冬新款学生格子毛呢外套潮; 小瑞靓包菱格链条包小香风包包女2019新款单肩斜挎时尚百搭小方包.],AI 2019时装周黑马海军帽报童帽 帽子女秋冬欧美贝雷帽百搭鸭舌帽,This item is frequently included in outfits with: 小瑞靓包菱格链条包包女2019新款软皮手提单肩小包时尚百搭斜挎包; 欧美2018新款秋冬超高跟粗跟弹力瘦瘦靴尖头过膝长靴瘦腿长筒女靴; FFAN泛泛 V领法式长袖针织连衣裙女修身秋冬装2018新款打底长裙子.,E,素兮银饰淡水珍珠耳环纯银耳坠女长款气质韩国简约个性百搭耳饰品 [Additional context: This item is frequently included in outfits with: 韩版可折叠手工大沿草帽女夏天百搭小清新海边沙滩夏防晒遮阳帽子; 热风春新款小清新小白鞋女平底原宿鞋系带时尚女休闲鞋潮H14W7110; 菠萝字母印花翻领系带收腰衬衫裙连衣裙子.],A,&amp;[A605071] 笑涵阁 美貌文艺气！宫廷风一字领喇叭袖针织套头衫 [Additional context: This item is frequently included in outfits with: STPY日韩白色滴油耳钉极简CHIC风复古气质百搭耳环镀真金S925手作; 粗跟单鞋女春秋2019新款女鞋百搭高跟鞋女方头皮鞋深口鞋漆皮女鞋; 【南风】复古锁扣链条包女时尚新款单肩包斜挎包2019百搭包包女包.],1,8,5,"[14130, 22303, 25962, 648, 11274, 24729, 15898, 25486, 25453, 15704]"
pog_dense,3900,I,1. 鞋大师2019春新款阿希哥同款复古真皮系带小皮鞋女英伦牛津鞋单鞋; 2. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子 [Additional context: This item is frequently included in outfits with: 断码清仓 left lady 新款气质女装中长款修身时尚蕾丝拼接连衣裙; 小宜定制 2018秋冬新款韩版毛绒休闲卫衣女宽松加绒连帽厚外套; yihuan韩版铆钉小皮鞋女系带ins单鞋平底黑色复古学院风chic皮鞋.],哈果超人 百褶针织鱼尾裙半身裙女装高腰 中长款秋冬褶皱皱松紧腰,,D,韩国时尚珍珠耳钉女七彩贝珠耳环耳坠首饰品配饰简约耳饰气质网红 [Additional context: This item is frequently included in outfits with: 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501; 玛玛绨2019春装韩版百搭修身条纹针织衫女套头喇叭袖短款打底毛衣; 凡舒的店 2018新款牛仔短裤女装不规则百搭破洞宽松高腰A字热裤夏.],J,范智乔 修身V领针织衫女套头长袖秋季薄款上衣韩版毛衣外套 [Additional context: This item is frequently included in outfits with: 原创可爱云朵包手工珍珠lolita毛绒绒学生软妹包 斜挎口金包新品; 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品; 范智乔 时尚网纱半身裙秋中长款少女裙A字裙2018新款女 韩版 百搭.],1,2,2,"[1016, 2680, 15439, 18770, 579, 13213, 24767, 9011, 15936, 24401]"
pog_dense,5310,I,1. 【满3件100元】甜美娃娃衫上衣超仙洋气小碎花清新一字露肩雪纺衫 [Additional context: This item is frequently included in outfits with: 斜挎包包2019新款女包韩版百搭单肩包红色贝壳包迷你小包手提包女; 韩国气质红色雪花耳环不对称长款流苏珍珠吊坠纯银耳钉耳坠耳饰品; 热风春新款小清新小白鞋女平底原宿鞋系带时尚女休闲鞋潮H14W7110.]; 2. 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501 [Additional context: This item is frequently included in outfits with: 欧洲站2019夏季卡通印花T恤女装中长款宽松大码喇叭袖连衣裙潮牌; 韩国迷你爱心花朵皇冠蝴蝶结耳钉女套装组合日常精致小巧耳饰R973; 韩版可折叠手工大沿草帽女夏天百搭小清新海边沙滩夏防晒遮阳帽子.],韩国 甜美红色爱心耳环s925纯银针耳钉女防过敏吊坠简约长款气质,This item is frequently included in outfits with: 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501; 嘉里奥小众新款包包女包 真皮链条单肩斜挎包 欧美时尚百搭小方包.,G,拼接马毛女包包2018新款软皮单肩包韩版时尚铆钉手提包百搭斜挎包 [Additional context: This item is frequently included in outfits with: 欧洲站2019春季新款镶水钻板鞋女高帮鞋魔术贴厚底带钻休闲单鞋潮; AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子; 加绒卫裤女秋冬2018新款加厚运动裤高腰宽松束脚哈伦休闲裤棉裤子.],G,拼接马毛女包包2018新款软皮单肩包韩版时尚铆钉手提包百搭斜挎包 [Additional context: This item is frequently included in outfits with: 欧洲站2019春季新款镶水钻板鞋女高帮鞋魔术贴厚底带钻休闲单鞋潮; AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子; 加绒卫裤女秋冬2018新款加厚运动裤高腰宽松束脚哈伦休闲裤棉裤子.],1,2,2,"[9881, 29446, 26660, 180, 18583, 11781, 18613, 9589, 4173, 22976]"
pog_dense,21915,E,1. TS蹀愫春夏新款玫瑰方扣低跟V口穆勒拖鞋女TA98102-12; 2. EIN言真丝印花连衣裙女装中长款宽松过膝长裙子女春夏2019新款,芭蕾舞女孩显脸瘦的耳环女长款适合圆脸耳坠韩国气质耳钉夸张耳饰,This item is frequently included in outfits with: 夏季果冻包2019新款小香风菱格链条PVC透明包包ins超火手提单肩女; 雪纺连衣裙女夏2019新款小清新韩版a字高腰喇叭袖夏天小个子裙子; ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲.,H,EEKE Studio 珍珠耳钉红色晶钻爱心吊坠耳饰高级感复古气质耳环女 [Additional context: This item is frequently included in outfits with: 小瑞靓包菱格链条包包女2019新款软皮手提单肩小包时尚百搭斜挎包; HYMX潮女鞋街头冬季新款毛毛鞋性感豹纹毛绒绒加绒舒适平底棉单鞋; AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子.],H,EEKE Studio 珍珠耳钉红色晶钻爱心吊坠耳饰高级感复古气质耳环女 [Additional context: This item is frequently included in outfits with: 小瑞靓包菱格链条包包女2019新款软皮手提单肩小包时尚百搭斜挎包; HYMX潮女鞋街头冬季新款毛毛鞋性感豹纹毛绒绒加绒舒适平底棉单鞋; AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子.],1,2,2,"[17222, 15901, 9461, 19707, 29328, 7160, 3560, 9061, 294, 11055]"
pog_dense,29294,J,1. 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501 [Additional context: This item is frequently included in outfits with: 欧洲站2019夏季卡通印花T恤女装中长款宽松大码喇叭袖连衣裙潮牌; 韩国迷你爱心花朵皇冠蝴蝶结耳钉女套装组合日常精致小巧耳饰R973; 韩版可折叠手工大沿草帽女夏天百搭小清新海边沙滩夏防晒遮阳帽子.]; 2. 2018秋装新款条纹宽松学生衣服长袖T恤女打底衫韩版百搭慵懒上衣,韩都衣舍2018新款女装春装韩版修身显瘦小脚铅笔牛仔长裤RW7656瑒,This item is frequently included in outfits with: 热风春新款小清新小白鞋女平底原宿鞋系带时尚女休闲鞋潮H14W7110; ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲; 衣品乐原创大码中长款韩版休闲条纹外套宽松女装2019春秋装新款.,I,环球ins春季2019新款百搭小白鞋帆布鞋女学生韩版ulzzang秋板鞋 [Additional context: This item is frequently included in outfits with: 上新质感包包女包新款2019韩版时尚ins超火宽肩带单肩百搭斜挎包; ins超火的港味牛仔连衣裙女中长款2018新款长袖绑带复古女人味气; MYTASTE迷你风琴小方包链条包女2018新款百搭简约牛皮单肩斜跨包.],C,三彩裤子女潮百搭2019春秋装新款显瘦阔腿微喇叭奶奶长裤 [Additional context: This item is frequently included in outfits with: 三彩衬衫女长袖2018春装新款上衣女宽松韩版百搭韩范条纹衬衣潮; 【CEBOSTIN】9号停机坪 0322A1113 复古机车箱子手提牛皮小方包; 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品.],1,5,2,"[3154, 16957, 10010, 12904, 2468, 9852, 26603, 2101, 23124, 12635]"
pog_dense,5664,F,1. 欧洲风格站2018秋冬新款女鞋牛皮灯芯绒刺绣平底单鞋小皮鞋洋气款; 2. 朴正义2018秋季新款韩版黑色chic港味一步裙中长款显瘦半身裙子女 [Additional context: This item is frequently included in outfits with: 朴正义 2018冬季新款韩版宽松bf棉服外套加厚短款小棉袄面包服女; AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子; 与格秋季2018新款鳄鱼皮纹星星小脏鞋脏脏鞋休闲运动鞋.],ins网红贝雷帽女春秋韩版日系百搭画家帽黑色英伦八角帽女帽子夏,This item is frequently included in outfits with: 厚底系带真皮小白鞋女秋冬加绒2018新款单鞋松糕底休闲运动板鞋女; 秋冬女装针织连衣裙中长款长袖连帽卫衣裙子慵懒风宽松毛衣裙长裙; JHXC 慵懒风毛衣开衫外套女宽松2018秋冬新款长袖韩版连帽针织衫.,H,对白2018秋冬新款 字母绣花半高领T恤女 休闲棉质长袖直筒打底衫 [Additional context: This item is frequently included in outfits with: 2017秋冬新款牛仔裤女韩版百搭高腰长裤学生毛边九分裤小脚裤裤子; ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲.],H,对白2018秋冬新款 字母绣花半高领T恤女 休闲棉质长袖直筒打底衫 [Additional context: This item is frequently included in outfits with: 2017秋冬新款牛仔裤女韩版百搭高腰长裤学生毛边九分裤小脚裤裤子; ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲.],1,4,2,"[18789, 8063, 21072, 20775, 10541, 27985, 26444, 24680, 28053, 14206]"
pog_dense,18195,A,1. MG小象白色T恤女短袖闺蜜装夏季纯棉体恤衣服荷叶边不规则上衣潮 [Additional context: This item is frequently included in outfits with: 破洞牛仔短裤女夏高腰港味复古2019新款韩版宽松显瘦学生阔腿裤子; MG小象高腰阔腿裤牛仔短裤女夏2018新款韩版宽松显瘦休闲破洞热裤; 星星月亮珍珠耳环韩国925纯银金色防过敏吊坠日韩气质女名媛甜美.]; 2. 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501 [Additional context: This item is frequently included in outfits with: 欧洲站2019夏季卡通印花T恤女装中长款宽松大码喇叭袖连衣裙潮牌; 韩国迷你爱心花朵皇冠蝴蝶结耳钉女套装组合日常精致小巧耳饰R973; 韩版可折叠手工大沿草帽女夏天百搭小清新海边沙滩夏防晒遮阳帽子.],拉菲斯汀2018新款透明包包女手提袋透明购物袋果冻包女ins超火包,This item is frequently included in outfits with: 925纯银圆圈耳环女 韩国气质大圈耳饰法式小众圆环圈圈高级感耳圈; 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501; 【sheii苏茵茵】 致敬！夏季新款马衔扣包头穆勒鞋真皮拖鞋女凉拖.,J,韩国镀18k玫瑰金戒指love项链女锁骨链简约双环指环吊坠情侣饰品 [Additional context: This item is frequently included in outfits with: 古伊萱2018秋新款潮女镶钻獭兔毛毛皮草名媛手提单肩斜挎晚宴包包; 傲麦交叉绑带罗马凉鞋女2019夏季新款百搭粗跟女鞋真皮网红晚晚鞋; 7看了又看 自制系列 超级显瘦又时尚 前开叉设计感针织裤 两色.],F,秋装女2018新款韩版高腰木耳边宽松牛仔半身裙学生ulzzangA字裙 [Additional context: This item is frequently included in outfits with: 咸鱼共和国丨英伦风复古布洛克风格马丁靴学生学院风黑色小皮鞋女; 帽子女春夏休闲百搭字母刺绣鸭舌帽米色白色防晒遮阳帽户外棒球帽.],1,4,2,"[19253, 8016, 15384, 29105, 2120, 1237, 11080, 3946, 9829, 5651]"
pog_dense,14414,H,1. 春款2019重磅真丝桑蚕丝厚长袖衬衫白蓝大飘带蝴蝶结衬衣女; 2. VH2018新款女包真皮大气手提包时尚潮荔枝纹手拎包简约单肩斜挎包,烫社交女鞋2019春季新款漆皮裸色单鞋百搭通勤浅口尖头细高跟鞋女,This item is frequently included in outfits with: 荔枝纹头层牛皮迷你锁扣凯莉包单肩真皮包手提斜挎Kelly新娘女包; 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品; 2019新款女包韩版ins超火手提包百搭单肩斜挎包夏天风琴小包包潮.,D,BT新款乐福鞋女一脚蹬女鞋复古英伦真皮浅口春夏季平底单鞋小皮鞋 [Additional context: This item is frequently included in outfits with: 女包包2019新款潮夏季夏天ck真皮百搭时尚小香风菱格链条斜挎小包; 沙滩帽女巴拿马草帽遮阳帽夏小清新海边海滩帽太阳帽度假防晒帽子; TOPSHOPJAMIE中高腰黑色显瘦修身小脚牛仔裤02Y16HBLK.],D,BT新款乐福鞋女一脚蹬女鞋复古英伦真皮浅口春夏季平底单鞋小皮鞋 [Additional context: This item is frequently included in outfits with: 女包包2019新款潮夏季夏天ck真皮百搭时尚小香风菱格链条斜挎小包; 沙滩帽女巴拿马草帽遮阳帽夏小清新海边海滩帽太阳帽度假防晒帽子; TOPSHOPJAMIE中高腰黑色显瘦修身小脚牛仔裤02Y16HBLK.],1,2,2,"[17449, 16482, 20405, 28632, 25065, 8877, 12353, 18644, 21466, 21843]"
pog_dense,23812,I,1. 【南风】复古流浪包包女2019新款时尚百搭简约女包单肩斜挎链条包 [Additional context: This item is frequently included in outfits with: RACE CHOICE 新款复古设计感醋酸几何手工镀金耳环chic金属风耳饰; 秋冬季马丁靴女2018新款韩版复古粗跟磨砂短靴英伦风真皮系带加绒; 【现货闪发】胖mm大码宽松砖红色牛仔外套女BF风帅气显瘦工装夹克.]; 2. 蜜桃家2019春季韩版bf宽松撞色拼接牛仔外套女士宽松拉链休闲夹克,张贝贝ibell 网红牛仔裤女秋高腰2018新款破洞韩版阔腿休闲长裤,This item is frequently included in outfits with: ZOWZOW呛口小辣椒大哥廓西新品羊毛双面呢女装长袖休闲西装外套; Mell 马蒂斯人像 小众法式不对称耳环夹女无耳洞高级设计感简约; 秋装女2018新款领子拼牛仔泰迪熊仿羊羔毛短外套毛毛上衣韩版宽松.,J,仙女包锁扣小方包 包包女2019新款单肩包时尚链条包女斜挎小包女 [Additional context: This item is frequently included in outfits with: 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501; YUBUER2019新款修身小心机露背连衣裙女夏温柔风收腰中长款A字裙.],E,曾小咸 法式复古灯芯绒半身裙秋冬女高腰短裙A字裙显瘦包臀裙 [Additional context: This item is frequently included in outfits with: AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子; 【令戈工作室】2018新款过膝靴女方头粗跟中跟秋冬弹力高筒长靴子; 梦梦家闺蜜装韩版百搭蝴蝶结系带收腰棉服女冬加厚面包服棉袄外套.],1,3,2,"[28270, 6106, 14713, 26741, 13422, 28342, 24884, 15045, 18058, 10184]"
pog_dense,22029,J,1. 韩都衣舍2019夏新款女装韩版中长款打底裙气质裙子连衣裙OY7321焕 [Additional context: This item is frequently included in outfits with: chic小包包女2019新款潮单肩港风斜挎小方包韩版宽带百搭复古女包; 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品; 思加图夏季平跟小清新休闲海滩女凉鞋9G803BL7.]; 2. 沙滩帽女巴拿马草帽遮阳帽夏小清新海边海滩帽太阳帽度假防晒帽子 [Additional context: This item is frequently included in outfits with: 丙夕 2018新款百搭拖鞋一字露趾平底外穿凉拖女拖鞋夏季女鞋罗马; 软牛皮小白鞋系带平底鞋平跟单鞋圆头女鞋缝线银色休闲鞋真皮金色; TATA/他她春季商场同款方头穆勒鞋女凉鞋FI003AH8.],2018新款耳钉女个性气质韩国冷淡风耳环网红耳坠睡觉不用摘的耳饰,This item is frequently included in outfits with: 牧风 凹造型平顶草帽女夏天蝴蝶结麦秆草帽小清新太阳帽遮阳; 小包包女2018春夏新款潮撞色单肩包韩版链条百搭斜挎包小方包; ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲.,A,女士凉拖鞋女夏时尚水晶鞋真皮平底一字拖包头半拖鞋尖头水钻皮拖,A,女士凉拖鞋女夏时尚水晶鞋真皮平底一字拖包头半拖鞋尖头水钻皮拖,1,4,4,"[13442, 17088, 23819, 4087, 19250, 27730, 25448, 752, 24738, 17507]"
pog_dense,10274,A,1. 小优家包包女2018新款刺绣香港风复古小方包宽肩带单肩斜挎包女包 [Additional context: This item is frequently included in outfits with: 伯爵猫英伦风小皮鞋女春款百搭单鞋ins日系软妹学生复古马丁鞋女; 一力米灰2018新款冬季真皮马衔扣平底懒人穆勒包头羊毛毛半拖鞋女; 潘司诺女鞋春高贵性感银色奢华水钻满钻防水台超高跟鞋细跟女单鞋.]; 2. Mell 马蒂斯人像 小众法式不对称耳环夹女无耳洞高级设计感简约 [Additional context: This item is frequently included in outfits with: 何其丑 2019春季新款漆皮中跟白色猫跟鞋女细跟尖头单鞋子; 阿姐家情侣中长款过膝卫衣裙套装女2018秋冬新款连衣裙两件套; 2019春装新款气质时尚拼接花边系带收腰直筒女装蕾丝连衣裙.],2018新款春秋季韩版百搭小尖头网红短靴女粗跟高跟拉链黑色马丁靴,This item is frequently included in outfits with: 小优家包包刺绣帆布包呢料链条包女2019新款百搭单肩斜挎包小包包; Mell 马蒂斯人像 小众法式不对称耳环夹女无耳洞高级设计感简约; AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子.,C,迷你上新小包包女珐琅蛇头包2019春夏新款网红女包链条单肩斜挎包,J,衣品天成2018冬新款韩版加绒绣花连帽慵懒风卫衣女学生超火的上衣,1,3,4,"[15770, 18730, 19122, 18224, 25561, 27383, 27879, 510, 20252, 18668]"
pog_dense,27788,H,1. chic港风包包女2019新款斜挎包单肩小包网红小黑包复古小方包链条 [Additional context: This item is frequently included in outfits with: 【清仓】靴子女2018冬季加绒粗跟女靴高跟瘦瘦短靴针织袜靴弹力靴; 雪地靴女士短筒两穿2018冬季新款真皮棉靴子厚底防滑短靴保暖加绒; AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子.]; 2. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子 [Additional context: This item is frequently included in outfits with: 断码清仓 left lady 新款气质女装中长款修身时尚蕾丝拼接连衣裙; 小宜定制 2018秋冬新款韩版毛绒休闲卫衣女宽松加绒连帽厚外套; yihuan韩版铆钉小皮鞋女系带ins单鞋平底黑色复古学院风chic皮鞋.],2018韩版新款粗跟短靴女鞋百搭冬季靴子网红鞋子马丁靴瘦瘦靴女靴,This item is frequently included in outfits with: 【5折折扣】修身显瘦牛仔裤女直筒长裤灰色高腰薄绒小脚九分裤; 2018秋新款韩版高腰蕾丝拼接黑色外穿打底裤女弹力紧身百搭小脚裤; 毛线帽子女潮韩国百搭保暖日系堆堆针织帽秋冬韩版男纯色套头冷帽.,G,耳环女2019新款潮韩国个性气质耳饰高级感大气欧美夸张网红耳钉 [Additional context: This item is frequently included in outfits with: K家高腰阔腿裤女长裤2019夏新款宽松显瘦直筒薄款黄色休闲拖地裤; Danielwellington 丹尼尔惠灵顿dw手表女32mm金属编织女表; ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲.],B,2017秋冬新款 定制纱线别致版型设计短款针织开衫 安娜家 [Additional context: This item is frequently included in outfits with: 巴掌家欧洲站重工烫钻高腰牛仔裤女春装2019新款时尚百搭浅色裤子; 美嘟嘟定制小众设计简约梯形手提包包女2019新款潮撞色单肩斜挎包; MASOOMAKE街拍皮面小白鞋女秋季2018新款 百搭韩版平底系带板鞋女.],1,8,3,"[16841, 11521, 477, 3205, 15991, 23504, 3064, 24780, 18665, 26701]"
pog_dense,18636,C,1. 邦顿手表男士机械表全自动防水潮流新概念学生钢皮带中国名牌男表 [Additional context: This item is frequently included in outfits with: NOTHOMME夏季日系潮牌卡其色直筒薄款阔腿运动宽松工装休闲裤子男; GENANX闪电潮牌低帮板鞋套脚一脚蹬嘻哈简约英伦休闲青年潮松糕鞋; NOTHOMME日系潮牌假两件纯色衬衫男款简约衬衣街头嘻哈.]; 2. 吃茶去男款蓝标有机棉圆领短袖T恤 白黑素色打底纯色 休闲文艺 [Additional context: This item is frequently included in outfits with: 春季日系清新纯色简约男士修身型长袖纯棉立领牛津纺衬衫休闲衬衣; NOTHOMME日系潮牌宽松版花纱迷彩印花连帽卫衣男款高支灰ifashion; SOARIN英伦复古修身小脚九分裤男 春装薄款纯棉9分裤纯色休闲裤潮.],炉品新款秋季纯色潮牌chic连帽加绒卫衣外套oversize宽松情侣上衣,This item is frequently included in outfits with: 吃茶去男款蓝标有机棉圆领短袖T恤 白黑素色打底纯色 休闲文艺; 邦顿手表男士机械表全自动防水潮流新概念学生钢皮带中国名牌男表.,F,HAVERICE饭馆 裤型狂赞!复古大格子高腰直筒锥型植绒八分格纹裤 [Additional context: This item is frequently included in outfits with: 实现你心愿/网红圆领毛衣女套头2018秋冬新款韩版宽松显瘦针织衫; 韩版半圆马鞍包包女2019冬新款ins网红小黑包质感百搭单肩斜挎包; 豆豆鞋女2019春季新款方头单鞋女平底鞋百搭小皮鞋大码女鞋韩版秋.],F,HAVERICE饭馆 裤型狂赞!复古大格子高腰直筒锥型植绒八分格纹裤 [Additional context: This item is frequently included in outfits with: 实现你心愿/网红圆领毛衣女套头2018秋冬新款韩版宽松显瘦针织衫; 韩版半圆马鞍包包女2019冬新款ins网红小黑包质感百搭单肩斜挎包; 豆豆鞋女2019春季新款方头单鞋女平底鞋百搭小皮鞋大码女鞋韩版秋.],1,3,2,"[10914, 16106, 3093, 20716, 25564, 116, 30658, 2698, 3927, 2832]"
pog_dense,16896,J,1. 逸阳女裤2018春新款牛仔裤弹力九分铅笔裤女长裤显瘦小脚裤潮0076; 2. 【微瑕不退换】素木棉麻条纹衬衫大码chic上衣春装衬衣KK3084,稻草人女包时尚单肩斜挎包2019新款小清新春款女士小包包百搭夏天,This item is frequently included in outfits with: ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲; 勿上热风秋季学院风甜美女士系带休闲透气鞋圆头小白鞋H14W8501; 帽子女春夏休闲百搭字母刺绣鸭舌帽米色白色防晒遮阳帽户外棒球帽.,D,港风小包包女2018秋冬新款潮磨砂撞色手提包复古百搭斜挎包小方包 [Additional context: This item is frequently included in outfits with: 加绒牛仔裤女秋冬新款网红脚口开叉紧身高腰显瘦小脚铅笔裤子#; 棉马甲女2018新款冬季短款韩版宽松无袖加厚羽绒棉马夹坎肩外套潮; Mell 马蒂斯人像 小众法式不对称耳环夹女无耳洞高级设计感简约.],D,港风小包包女2018秋冬新款潮磨砂撞色手提包复古百搭斜挎包小方包 [Additional context: This item is frequently included in outfits with: 加绒牛仔裤女秋冬新款网红脚口开叉紧身高腰显瘦小脚铅笔裤子#; 棉马甲女2018新款冬季短款韩版宽松无袖加厚羽绒棉马夹坎肩外套潮; Mell 马蒂斯人像 小众法式不对称耳环夹女无耳洞高级设计感简约.],1,2,2,"[8821, 24050, 7705, 22673, 23815, 3636, 24439, 16774, 28627, 1698]"
pog_dense,25830,I,1. 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品 [Additional context: This item is frequently included in outfits with: contourlines【贝利】牛皮木手提复古包 女链条斜挎包贝壳包新品; RLL随性简约 交叉织系带收腰显瘦中长款珠光质感风衣料连衣裙女春; 一字肩雪纺吊带连衣裙女夏装2018新款中长款气质收腰露肩背带裙子.]; 2. 很仙的雪纺连衣裙女2019新款法国小众夏天裙子超仙森系仙女长裙夏,2019新款夏季百搭仙女风一字带扣凉鞋ins潮透明高跟鞋女细跟透明,This item is frequently included in outfits with: Danielwellington 丹尼尔惠灵顿DW手表女28mm简约时尚女表; 红谷小ck包包女2019新款百搭单肩斜挎包牛皮小方包女包复古豆腐包; 范思蓝恩很仙的法国小众雪纺连衣裙女夏显瘦V领通勤法式桔梗裙子.,D,【sheii苏茵茵】超级气质！小辣椒款蝴蝶结浅口尖头中跟单鞋女鞋 [Additional context: This item is frequently included in outfits with: 沈太太S925纯银耳环女气质韩国简约小五角星淡水珍珠贝壳耳坠耳钩; 【南风】复古锁扣链条包女时尚新款单肩包斜挎包2019百搭包包女包.],D,【sheii苏茵茵】超级气质！小辣椒款蝴蝶结浅口尖头中跟单鞋女鞋 [Additional context: This item is frequently included in outfits with: 沈太太S925纯银耳环女气质韩国简约小五角星淡水珍珠贝壳耳坠耳钩; 【南风】复古锁扣链条包女时尚新款单肩包斜挎包2019百搭包包女包.],1,3,2,"[3266, 25439, 12884, 7262, 19658, 13461, 22826, 24960, 10299, 3243]"
pog_dense,17687,B,1. 2018新款春秋冬平底小短靴女网红切尔西女靴子裸靴女鞋马丁靴瘦瘦; 2. AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子 [Additional context: This item is frequently included in outfits with: 断码清仓 left lady 新款气质女装中长款修身时尚蕾丝拼接连衣裙; 小宜定制 2018秋冬新款韩版毛绒休闲卫衣女宽松加绒连帽厚外套; yihuan韩版铆钉小皮鞋女系带ins单鞋平底黑色复古学院风chic皮鞋.],ins超火包小包包女2018新款潮韩版百搭斜挎包复古港风时尚手提包,This item is frequently included in outfits with: 秋冬半身裙中长款2018新款黑色高腰针织长裙a字裙大摆裙厚裙子女; 一力米灰2018秋冬季新款简约方头短筒显瘦弹力中跟粗跟马丁短靴女; AI 法式复古贝雷帽 羊毛含量高达90% 秋冬女画家帽毛呢南瓜帽子.,F,2018冬新款仿羊羔毛驼色泰迪熊毛绒大衣女中长款宽松加厚毛毛外套 [Additional context: This item is frequently included in outfits with: 真皮女包2018新款牛皮大包包女士百搭手提单肩包大包大容量托特包; ins小白鞋女春季百搭基础皮面学生鞋子平底单鞋真皮板鞋女鞋休闲.],A,BINBIN复古名媛气质春装2018新款女长袖蕾丝拼接假两件格子连衣裙 [Additional context: This item is frequently included in outfits with: TS蹀愫春季方扣中跟方头鞋 浅口粗跟单鞋女TA87526-11; 施华洛世奇 HEAR 浪漫心形项链锁骨链女首饰百搭配饰 送女友礼物; 韩国露娜网红仿珍珠耳环 女式气质长款耳坠新款ins耳钉韩版耳饰品.],1,3,4,"[17772, 6510, 12773, 453, 13448, 26882, 27652, 18025, 10240, 24149]"
